# Assembly name:  iqSchGreg1.2
# Organism name:  Schistocerca gregaria (desert locust)
# Isolate:  iqSchGreg1
# Sex:  male
# Taxid:          7010
# BioSample:      SAMN23383904
# BioProject:     PRJNA782545
# Submitter:      United States Department of Agriculture
# Date:           2022-06-24
# Assembly type:  haploid (principal pseudohaplotype of diploid)
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    JAKZLS01
# Assembly method: HiFiASM v. 0.13-r308
# Expected final version: yes
# Genome coverage: 41x
# Sequencing technology: PacBio Sequel
# RefSeq category: Reference Genome
# GenBank assembly accession: GCA_023897955.2
# RefSeq assembly accession: GCF_023897955.1
# RefSeq assembly and GenBank assemblies identical: yes
# Linked assembly: GCA_023898265.1 (alternate pseudohaplotype of diploid)
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_023898285.2	GCF_023898285.1	Primary Assembly
## GCA_023898335.1	GCF_023898335.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
ptg001331l	unplaced-scaffold	na	na	JAKZLS010000977.1	=	NW_026062639.1	Primary Assembly	88419	na
ptg001332l	unplaced-scaffold	na	na	JAKZLS010000978.1	=	NW_026062640.1	Primary Assembly	39531	na
ptg001333l	unplaced-scaffold	na	na	JAKZLS010000979.1	=	NW_026062641.1	Primary Assembly	57055	na
ptg001334l	unplaced-scaffold	na	na	JAKZLS010000980.1	=	NW_026062642.1	Primary Assembly	23415	na
ptg001335l	unplaced-scaffold	na	na	JAKZLS010000981.1	=	NW_026062643.1	Primary Assembly	23525	na
ptg001337l	unplaced-scaffold	na	na	JAKZLS010000983.1	=	NW_026062644.1	Primary Assembly	32968	na
ptg001338l	unplaced-scaffold	na	na	JAKZLS010000984.1	=	NW_026062645.1	Primary Assembly	53351	na
ptg001339l	unplaced-scaffold	na	na	JAKZLS010000985.1	=	NW_026062646.1	Primary Assembly	39439	na
ptg001340l	unplaced-scaffold	na	na	JAKZLS010000986.1	=	NW_026062647.1	Primary Assembly	42657	na
ptg001341l	unplaced-scaffold	na	na	JAKZLS010000987.1	=	NW_026062648.1	Primary Assembly	27941	na
ptg001342l	unplaced-scaffold	na	na	JAKZLS010000988.1	=	NW_026062649.1	Primary Assembly	32890	na
ptg001343l	unplaced-scaffold	na	na	JAKZLS010000989.1	=	NW_026062650.1	Primary Assembly	73558	na
ptg001344l	unplaced-scaffold	na	na	JAKZLS010000990.1	=	NW_026062651.1	Primary Assembly	34143	na
ptg001345l	unplaced-scaffold	na	na	JAKZLS010000991.1	=	NW_026062652.1	Primary Assembly	29392	na
ptg001346l	unplaced-scaffold	na	na	JAKZLS010000992.1	=	NW_026062653.1	Primary Assembly	15776	na
ptg001348l	unplaced-scaffold	na	na	JAKZLS010000994.1	=	NW_026062654.1	Primary Assembly	31041	na
ptg001349l	unplaced-scaffold	na	na	JAKZLS010000995.1	=	NW_026062655.1	Primary Assembly	28712	na
ptg001350l	unplaced-scaffold	na	na	JAKZLS010000996.1	=	NW_026062656.1	Primary Assembly	35164	na
ptg001351l	unplaced-scaffold	na	na	JAKZLS010000997.1	=	NW_026062657.1	Primary Assembly	67747	na
ptg001352l	unplaced-scaffold	na	na	JAKZLS010000998.1	=	NW_026062658.1	Primary Assembly	26149	na
ptg001353l	unplaced-scaffold	na	na	JAKZLS010000999.1	=	NW_026062659.1	Primary Assembly	66451	na
ptg001354l	unplaced-scaffold	na	na	JAKZLS010001000.1	=	NW_026062660.1	Primary Assembly	31075	na
ptg001355l	unplaced-scaffold	na	na	JAKZLS010001001.1	=	NW_026062661.1	Primary Assembly	44988	na
ptg001356l	unplaced-scaffold	na	na	JAKZLS010001002.1	=	NW_026062662.1	Primary Assembly	26201	na
ptg001357l	unplaced-scaffold	na	na	JAKZLS010001003.1	=	NW_026062663.1	Primary Assembly	39629	na
ptg001358l	unplaced-scaffold	na	na	JAKZLS010001004.1	=	NW_026062664.1	Primary Assembly	38725	na
ptg001359l	unplaced-scaffold	na	na	JAKZLS010001005.1	=	NW_026062665.1	Primary Assembly	50829	na
ptg001360l	unplaced-scaffold	na	na	JAKZLS010001006.1	=	NW_026062666.1	Primary Assembly	32861	na
ptg001361l	unplaced-scaffold	na	na	JAKZLS010001007.1	=	NW_026062667.1	Primary Assembly	51953	na
ptg001362l	unplaced-scaffold	na	na	JAKZLS010001008.1	=	NW_026062668.1	Primary Assembly	34692	na
ptg001363l	unplaced-scaffold	na	na	JAKZLS010001009.1	=	NW_026062669.1	Primary Assembly	31084	na
ptg001364l	unplaced-scaffold	na	na	JAKZLS010001010.1	=	NW_026062670.1	Primary Assembly	18877	na
ptg001366l	unplaced-scaffold	na	na	JAKZLS010001012.1	=	NW_026062671.1	Primary Assembly	65605	na
ptg001367l	unplaced-scaffold	na	na	JAKZLS010001013.1	=	NW_026062672.1	Primary Assembly	27793	na
ptg001368l	unplaced-scaffold	na	na	JAKZLS010001014.1	=	NW_026062673.1	Primary Assembly	95212	na
ptg001369l	unplaced-scaffold	na	na	JAKZLS010001015.1	=	NW_026062674.1	Primary Assembly	165956	na
ptg001370l	unplaced-scaffold	na	na	JAKZLS010001016.1	=	NW_026062675.1	Primary Assembly	39153	na
ptg001371l	unplaced-scaffold	na	na	JAKZLS010001017.1	=	NW_026062676.1	Primary Assembly	41897	na
ptg001372l	unplaced-scaffold	na	na	JAKZLS010001018.1	=	NW_026062677.1	Primary Assembly	20305	na
ptg001373l	unplaced-scaffold	na	na	JAKZLS010001019.1	=	NW_026062678.1	Primary Assembly	57881	na
ptg001374l	unplaced-scaffold	na	na	JAKZLS010001020.1	=	NW_026062679.1	Primary Assembly	129672	na
ptg001375l	unplaced-scaffold	na	na	JAKZLS010001021.1	=	NW_026062680.1	Primary Assembly	29321	na
ptg001376l	unplaced-scaffold	na	na	JAKZLS010001022.1	=	NW_026062681.1	Primary Assembly	43823	na
ptg001377l	unplaced-scaffold	na	na	JAKZLS010001023.1	=	NW_026062682.1	Primary Assembly	30122	na
ptg001379l	unplaced-scaffold	na	na	JAKZLS010001025.1	=	NW_026062683.1	Primary Assembly	23152	na
ptg001380l	unplaced-scaffold	na	na	JAKZLS010001026.1	=	NW_026062684.1	Primary Assembly	40646	na
ptg001381l	unplaced-scaffold	na	na	JAKZLS010001027.1	=	NW_026062685.1	Primary Assembly	35324	na
ptg001382l	unplaced-scaffold	na	na	JAKZLS010001028.1	=	NW_026062686.1	Primary Assembly	44355	na
ptg001383l	unplaced-scaffold	na	na	JAKZLS010001029.1	=	NW_026062687.1	Primary Assembly	34726	na
ptg001384l	unplaced-scaffold	na	na	JAKZLS010001030.1	=	NW_026062688.1	Primary Assembly	30181	na
ptg001385l	unplaced-scaffold	na	na	JAKZLS010001031.1	=	NW_026062689.1	Primary Assembly	22421	na
ptg001386l	unplaced-scaffold	na	na	JAKZLS010001032.1	=	NW_026062690.1	Primary Assembly	23686	na
ptg001388l	unplaced-scaffold	na	na	JAKZLS010001034.1	=	NW_026062691.1	Primary Assembly	23565	na
ptg001389l	unplaced-scaffold	na	na	JAKZLS010001035.1	=	NW_026062692.1	Primary Assembly	25022	na
ptg001390l	unplaced-scaffold	na	na	JAKZLS010001036.1	=	NW_026062693.1	Primary Assembly	21900	na
ptg001391l	unplaced-scaffold	na	na	JAKZLS010001037.1	=	NW_026062694.1	Primary Assembly	28375	na
ptg001392l	unplaced-scaffold	na	na	JAKZLS010001038.1	=	NW_026062695.1	Primary Assembly	30513	na
ptg001394l	unplaced-scaffold	na	na	JAKZLS010001039.1	=	NW_026062696.1	Primary Assembly	76986	na
ptg001395l	unplaced-scaffold	na	na	JAKZLS010001040.1	=	NW_026062697.1	Primary Assembly	76877	na
ptg001396l	unplaced-scaffold	na	na	JAKZLS010001041.1	=	NW_026062698.1	Primary Assembly	14583	na
ptg001397l	unplaced-scaffold	na	na	JAKZLS010001042.1	=	NW_026062699.1	Primary Assembly	33383	na
ptg001398l	unplaced-scaffold	na	na	JAKZLS010001043.1	=	NW_026062700.1	Primary Assembly	41073	na
ptg001399l	unplaced-scaffold	na	na	JAKZLS010001044.1	=	NW_026062701.1	Primary Assembly	24487	na
ptg001400l	unplaced-scaffold	na	na	JAKZLS010001045.1	=	NW_026062702.1	Primary Assembly	26668	na
ptg001401l	unplaced-scaffold	na	na	JAKZLS010001046.1	=	NW_026062703.1	Primary Assembly	29155	na
ptg001402l	unplaced-scaffold	na	na	JAKZLS010001047.1	=	NW_026062704.1	Primary Assembly	40457	na
ptg001404l	unplaced-scaffold	na	na	JAKZLS010001049.1	=	NW_026062705.1	Primary Assembly	27557	na
ptg001405l	unplaced-scaffold	na	na	JAKZLS010001050.1	=	NW_026062706.1	Primary Assembly	58829	na
ptg001406l	unplaced-scaffold	na	na	JAKZLS010001051.1	=	NW_026062707.1	Primary Assembly	52663	na
ptg001407l	unplaced-scaffold	na	na	JAKZLS010001052.1	=	NW_026062708.1	Primary Assembly	35572	na
ptg001408l	unplaced-scaffold	na	na	JAKZLS010001053.1	=	NW_026062709.1	Primary Assembly	26746	na
ptg001409l	unplaced-scaffold	na	na	JAKZLS010001054.1	=	NW_026062710.1	Primary Assembly	45225	na
ptg001410l	unplaced-scaffold	na	na	JAKZLS010001055.1	=	NW_026062711.1	Primary Assembly	39694	na
ptg001411l	unplaced-scaffold	na	na	JAKZLS010001056.1	=	NW_026062712.1	Primary Assembly	31173	na
ptg001412l	unplaced-scaffold	na	na	JAKZLS010001057.1	=	NW_026062713.1	Primary Assembly	97391	na
ptg001413l	unplaced-scaffold	na	na	JAKZLS010001058.1	=	NW_026062714.1	Primary Assembly	35433	na
ptg001414l	unplaced-scaffold	na	na	JAKZLS010001059.1	=	NW_026062715.1	Primary Assembly	28685	na
ptg001415l	unplaced-scaffold	na	na	JAKZLS010001060.1	=	NW_026062716.1	Primary Assembly	17056	na
ptg001416l	unplaced-scaffold	na	na	JAKZLS010001061.1	=	NW_026062717.1	Primary Assembly	30631	na
ptg001417l	unplaced-scaffold	na	na	JAKZLS010001062.1	=	NW_026062718.1	Primary Assembly	50228	na
ptg001418l	unplaced-scaffold	na	na	JAKZLS010001063.1	=	NW_026062719.1	Primary Assembly	40074	na
ptg001419l	unplaced-scaffold	na	na	JAKZLS010001064.1	=	NW_026062720.1	Primary Assembly	37445	na
ptg001420l	unplaced-scaffold	na	na	JAKZLS010001065.1	=	NW_026062721.1	Primary Assembly	24643	na
ptg001421l	unplaced-scaffold	na	na	JAKZLS010001066.1	=	NW_026062722.1	Primary Assembly	98034	na
ptg001422l	unplaced-scaffold	na	na	JAKZLS010001067.1	=	NW_026062723.1	Primary Assembly	95421	na
ptg001425l	unplaced-scaffold	na	na	JAKZLS010001070.1	=	NW_026062724.1	Primary Assembly	29241	na
ptg001426l	unplaced-scaffold	na	na	JAKZLS010001071.1	=	NW_026062725.1	Primary Assembly	43570	na
ptg001427l	unplaced-scaffold	na	na	JAKZLS010001072.1	=	NW_026062726.1	Primary Assembly	46128	na
ptg001428l	unplaced-scaffold	na	na	JAKZLS010001073.1	=	NW_026062727.1	Primary Assembly	76299	na
ptg001429l	unplaced-scaffold	na	na	JAKZLS010001074.1	=	NW_026062728.1	Primary Assembly	43414	na
ptg001430l	unplaced-scaffold	na	na	JAKZLS010001075.1	=	NW_026062729.1	Primary Assembly	65559	na
ptg001431l	unplaced-scaffold	na	na	JAKZLS010001076.1	=	NW_026062730.1	Primary Assembly	33847	na
ptg001432l	unplaced-scaffold	na	na	JAKZLS010001077.1	=	NW_026062731.1	Primary Assembly	18584	na
ptg001433l	unplaced-scaffold	na	na	JAKZLS010001078.1	=	NW_026062732.1	Primary Assembly	69605	na
ptg001434l	unplaced-scaffold	na	na	JAKZLS010001079.1	=	NW_026062733.1	Primary Assembly	31367	na
ptg001435l	unplaced-scaffold	na	na	JAKZLS010001080.1	=	NW_026062734.1	Primary Assembly	26124	na
ptg001436l	unplaced-scaffold	na	na	JAKZLS010001081.1	=	NW_026062735.1	Primary Assembly	39651	na
ptg001437l	unplaced-scaffold	na	na	JAKZLS010001082.1	=	NW_026062736.1	Primary Assembly	44285	na
ptg001438l	unplaced-scaffold	na	na	JAKZLS010001083.1	=	NW_026062737.1	Primary Assembly	23982	na
ptg001439l	unplaced-scaffold	na	na	JAKZLS010001084.1	=	NW_026062738.1	Primary Assembly	83331	na
ptg001440l	unplaced-scaffold	na	na	JAKZLS010001085.1	=	NW_026062739.1	Primary Assembly	90602	na
ptg001441l	unplaced-scaffold	na	na	JAKZLS010001086.1	=	NW_026062740.1	Primary Assembly	23859	na
ptg001443l	unplaced-scaffold	na	na	JAKZLS010001088.1	=	NW_026062741.1	Primary Assembly	39475	na
ptg001444l	unplaced-scaffold	na	na	JAKZLS010001089.1	=	NW_026062742.1	Primary Assembly	30030	na
ptg001445l	unplaced-scaffold	na	na	JAKZLS010001090.1	=	NW_026062743.1	Primary Assembly	22837	na
ptg001446l	unplaced-scaffold	na	na	JAKZLS010001091.1	=	NW_026062744.1	Primary Assembly	34847	na
ptg001447l	unplaced-scaffold	na	na	JAKZLS010001092.1	=	NW_026062745.1	Primary Assembly	57138	na
ptg001448l	unplaced-scaffold	na	na	JAKZLS010001093.1	=	NW_026062746.1	Primary Assembly	37492	na
ptg001449l	unplaced-scaffold	na	na	JAKZLS010001094.1	=	NW_026062747.1	Primary Assembly	57233	na
ptg001450l	unplaced-scaffold	na	na	JAKZLS010001095.1	=	NW_026062748.1	Primary Assembly	29477	na
ptg001451l	unplaced-scaffold	na	na	JAKZLS010001096.1	=	NW_026062749.1	Primary Assembly	62469	na
ptg001452l	unplaced-scaffold	na	na	JAKZLS010001097.1	=	NW_026062750.1	Primary Assembly	50201	na
ptg001453l	unplaced-scaffold	na	na	JAKZLS010001098.1	=	NW_026062751.1	Primary Assembly	38454	na
ptg001454l	unplaced-scaffold	na	na	JAKZLS010001099.1	=	NW_026062752.1	Primary Assembly	30487	na
ptg001455c	unplaced-scaffold	na	na	JAKZLS010001100.1	=	NW_026062753.1	Primary Assembly	61907	na
ptg001456l	unplaced-scaffold	na	na	JAKZLS010001101.1	=	NW_026062754.1	Primary Assembly	36734	na
ptg001457l	unplaced-scaffold	na	na	JAKZLS010001102.1	=	NW_026062755.1	Primary Assembly	59982	na
ptg001458l	unplaced-scaffold	na	na	JAKZLS010001103.1	=	NW_026062756.1	Primary Assembly	96435	na
ptg001459l	unplaced-scaffold	na	na	JAKZLS010001104.1	=	NW_026062757.1	Primary Assembly	25894	na
ptg001460l	unplaced-scaffold	na	na	JAKZLS010001105.1	=	NW_026062758.1	Primary Assembly	27067	na
ptg001461l	unplaced-scaffold	na	na	JAKZLS010001106.1	=	NW_026062759.1	Primary Assembly	33220	na
ptg001462l	unplaced-scaffold	na	na	JAKZLS010001107.1	=	NW_026062760.1	Primary Assembly	66247	na
ptg001463l	unplaced-scaffold	na	na	JAKZLS010001108.1	=	NW_026062761.1	Primary Assembly	47218	na
ptg001464l	unplaced-scaffold	na	na	JAKZLS010001109.1	=	NW_026062762.1	Primary Assembly	36730	na
ptg001467l	unplaced-scaffold	na	na	JAKZLS010001112.1	=	NW_026062763.1	Primary Assembly	33472	na
ptg001468l	unplaced-scaffold	na	na	JAKZLS010001113.1	=	NW_026062764.1	Primary Assembly	78626	na
ptg001471l	unplaced-scaffold	na	na	JAKZLS010001116.1	=	NW_026062765.1	Primary Assembly	36317	na
ptg001472l	unplaced-scaffold	na	na	JAKZLS010001117.1	=	NW_026062766.1	Primary Assembly	28803	na
ptg001474l	unplaced-scaffold	na	na	JAKZLS010001119.1	=	NW_026062767.1	Primary Assembly	22780	na
ptg001475l	unplaced-scaffold	na	na	JAKZLS010001120.1	=	NW_026062768.1	Primary Assembly	28512	na
ptg001476l	unplaced-scaffold	na	na	JAKZLS010001121.1	=	NW_026062769.1	Primary Assembly	63113	na
ptg001477l	unplaced-scaffold	na	na	JAKZLS010001122.1	=	NW_026062770.1	Primary Assembly	42525	na
ptg001478l	unplaced-scaffold	na	na	JAKZLS010001123.1	=	NW_026062771.1	Primary Assembly	27775	na
ptg001479l	unplaced-scaffold	na	na	JAKZLS010001124.1	=	NW_026062772.1	Primary Assembly	19294	na
ptg001480l	unplaced-scaffold	na	na	JAKZLS010001125.1	=	NW_026062773.1	Primary Assembly	56609	na
ptg001481l	unplaced-scaffold	na	na	JAKZLS010001126.1	=	NW_026062774.1	Primary Assembly	26898	na
ptg001482l	unplaced-scaffold	na	na	JAKZLS010001127.1	=	NW_026062775.1	Primary Assembly	28264	na
ptg001484l	unplaced-scaffold	na	na	JAKZLS010001129.1	=	NW_026062776.1	Primary Assembly	32957	na
ptg001485l	unplaced-scaffold	na	na	JAKZLS010001130.1	=	NW_026062777.1	Primary Assembly	37888	na
ptg001486l	unplaced-scaffold	na	na	JAKZLS010001131.1	=	NW_026062778.1	Primary Assembly	33798	na
ptg001487l	unplaced-scaffold	na	na	JAKZLS010001132.1	=	NW_026062779.1	Primary Assembly	47755	na
ptg001488l	unplaced-scaffold	na	na	JAKZLS010001133.1	=	NW_026062780.1	Primary Assembly	19006	na
ptg001489l	unplaced-scaffold	na	na	JAKZLS010001134.1	=	NW_026062781.1	Primary Assembly	21556	na
ptg001491l	unplaced-scaffold	na	na	JAKZLS010001136.1	=	NW_026062782.1	Primary Assembly	30368	na
ptg001493l	unplaced-scaffold	na	na	JAKZLS010001138.1	=	NW_026062783.1	Primary Assembly	47602	na
ptg001494l	unplaced-scaffold	na	na	JAKZLS010001139.1	=	NW_026062784.1	Primary Assembly	23653	na
ptg001495l	unplaced-scaffold	na	na	JAKZLS010001140.1	=	NW_026062785.1	Primary Assembly	76206	na
ptg001497l	unplaced-scaffold	na	na	JAKZLS010001142.1	=	NW_026062786.1	Primary Assembly	28098	na
ptg001498l	unplaced-scaffold	na	na	JAKZLS010001143.1	=	NW_026062787.1	Primary Assembly	40290	na
ptg001500l	unplaced-scaffold	na	na	JAKZLS010001145.1	=	NW_026062788.1	Primary Assembly	27123	na
ptg001501l	unplaced-scaffold	na	na	JAKZLS010001146.1	=	NW_026062789.1	Primary Assembly	38638	na
ptg001502l	unplaced-scaffold	na	na	JAKZLS010001147.1	=	NW_026062790.1	Primary Assembly	20419	na
ptg001503l	unplaced-scaffold	na	na	JAKZLS010001148.1	=	NW_026062791.1	Primary Assembly	28667	na
ptg001504l	unplaced-scaffold	na	na	JAKZLS010001149.1	=	NW_026062792.1	Primary Assembly	42350	na
ptg001505l	unplaced-scaffold	na	na	JAKZLS010001150.1	=	NW_026062793.1	Primary Assembly	21508	na
ptg001507l	unplaced-scaffold	na	na	JAKZLS010001151.1	=	NW_026062794.1	Primary Assembly	29009	na
ptg001508l	unplaced-scaffold	na	na	JAKZLS010001152.1	=	NW_026062795.1	Primary Assembly	43210	na
ptg001509l	unplaced-scaffold	na	na	JAKZLS010001153.1	=	NW_026062796.1	Primary Assembly	29290	na
ptg001511l	unplaced-scaffold	na	na	JAKZLS010001155.1	=	NW_026062797.1	Primary Assembly	48314	na
ptg001512l	unplaced-scaffold	na	na	JAKZLS010001156.1	=	NW_026062798.1	Primary Assembly	65156	na
ptg001513l	unplaced-scaffold	na	na	JAKZLS010001157.1	=	NW_026062799.1	Primary Assembly	33272	na
ptg001514l	unplaced-scaffold	na	na	JAKZLS010001158.1	=	NW_026062800.1	Primary Assembly	26783	na
ptg001515l	unplaced-scaffold	na	na	JAKZLS010001159.1	=	NW_026062801.1	Primary Assembly	32954	na
ptg001516l	unplaced-scaffold	na	na	JAKZLS010001160.1	=	NW_026062802.1	Primary Assembly	26205	na
ptg001517l	unplaced-scaffold	na	na	JAKZLS010001161.1	=	NW_026062803.1	Primary Assembly	61147	na
ptg001518l	unplaced-scaffold	na	na	JAKZLS010001162.1	=	NW_026062804.1	Primary Assembly	45959	na
ptg001519l	unplaced-scaffold	na	na	JAKZLS010001163.1	=	NW_026062805.1	Primary Assembly	27584	na
ptg001520l	unplaced-scaffold	na	na	JAKZLS010001164.1	=	NW_026062806.1	Primary Assembly	42966	na
ptg001522l	unplaced-scaffold	na	na	JAKZLS010001166.1	=	NW_026062807.1	Primary Assembly	23938	na
ptg001523l	unplaced-scaffold	na	na	JAKZLS010001167.1	=	NW_026062808.1	Primary Assembly	61436	na
ptg001525l	unplaced-scaffold	na	na	JAKZLS010001169.1	=	NW_026062809.1	Primary Assembly	39541	na
ptg001526l	unplaced-scaffold	na	na	JAKZLS010001170.1	=	NW_026062810.1	Primary Assembly	20014	na
ptg001527l	unplaced-scaffold	na	na	JAKZLS010001171.1	=	NW_026062811.1	Primary Assembly	26279	na
ptg001528l	unplaced-scaffold	na	na	JAKZLS010001172.1	=	NW_026062812.1	Primary Assembly	40606	na
ptg001529l	unplaced-scaffold	na	na	JAKZLS010001173.1	=	NW_026062813.1	Primary Assembly	24470	na
ptg001530l	unplaced-scaffold	na	na	JAKZLS010001174.1	=	NW_026062814.1	Primary Assembly	34595	na
ptg001531l	unplaced-scaffold	na	na	JAKZLS010001175.1	=	NW_026062815.1	Primary Assembly	43533	na
ptg001532l	unplaced-scaffold	na	na	JAKZLS010001176.1	=	NW_026062816.1	Primary Assembly	18833	na
ptg001533l	unplaced-scaffold	na	na	JAKZLS010001177.1	=	NW_026062817.1	Primary Assembly	22660	na
ptg001534l	unplaced-scaffold	na	na	JAKZLS010001178.1	=	NW_026062818.1	Primary Assembly	31550	na
ptg001535l	unplaced-scaffold	na	na	JAKZLS010001179.1	=	NW_026062819.1	Primary Assembly	23584	na
ptg001536l	unplaced-scaffold	na	na	JAKZLS010001180.1	=	NW_026062820.1	Primary Assembly	33740	na
ptg001537l	unplaced-scaffold	na	na	JAKZLS010001181.1	=	NW_026062821.1	Primary Assembly	17258	na
ptg001538l	unplaced-scaffold	na	na	JAKZLS010001182.1	=	NW_026062822.1	Primary Assembly	22297	na
ptg001539l	unplaced-scaffold	na	na	JAKZLS010001183.1	=	NW_026062823.1	Primary Assembly	39683	na
ptg001540l	unplaced-scaffold	na	na	JAKZLS010001184.1	=	NW_026062824.1	Primary Assembly	57118	na
ptg001541l	unplaced-scaffold	na	na	JAKZLS010001185.1	=	NW_026062825.1	Primary Assembly	52970	na
ptg001542l	unplaced-scaffold	na	na	JAKZLS010001186.1	=	NW_026062826.1	Primary Assembly	26603	na
ptg001543l	unplaced-scaffold	na	na	JAKZLS010001187.1	=	NW_026062827.1	Primary Assembly	26561	na
ptg001544l	unplaced-scaffold	na	na	JAKZLS010001188.1	=	NW_026062828.1	Primary Assembly	55513	na
ptg001545l	unplaced-scaffold	na	na	JAKZLS010001189.1	=	NW_026062829.1	Primary Assembly	34802	na
ptg001546l	unplaced-scaffold	na	na	JAKZLS010001190.1	=	NW_026062830.1	Primary Assembly	18009	na
ptg001547l	unplaced-scaffold	na	na	JAKZLS010001191.1	=	NW_026062831.1	Primary Assembly	49571	na
ptg001548l	unplaced-scaffold	na	na	JAKZLS010001192.1	=	NW_026062832.1	Primary Assembly	20883	na
ptg001549l	unplaced-scaffold	na	na	JAKZLS010001193.1	=	NW_026062833.1	Primary Assembly	37153	na
ptg001551l	unplaced-scaffold	na	na	JAKZLS010001195.1	=	NW_026062834.1	Primary Assembly	27836	na
ptg001552l	unplaced-scaffold	na	na	JAKZLS010001196.1	=	NW_026062835.1	Primary Assembly	25430	na
ptg001553l	unplaced-scaffold	na	na	JAKZLS010001197.1	=	NW_026062836.1	Primary Assembly	32691	na
ptg001554l	unplaced-scaffold	na	na	JAKZLS010001198.1	=	NW_026062837.1	Primary Assembly	54558	na
ptg001555l	unplaced-scaffold	na	na	JAKZLS010001199.1	=	NW_026062838.1	Primary Assembly	43762	na
ptg001556l	unplaced-scaffold	na	na	JAKZLS010001200.1	=	NW_026062839.1	Primary Assembly	29085	na
ptg001557l	unplaced-scaffold	na	na	JAKZLS010001201.1	=	NW_026062840.1	Primary Assembly	167234	na
ptg001558l	unplaced-scaffold	na	na	JAKZLS010001202.1	=	NW_026062841.1	Primary Assembly	38662	na
ptg001559l	unplaced-scaffold	na	na	JAKZLS010001203.1	=	NW_026062842.1	Primary Assembly	45843	na
ptg001561l	unplaced-scaffold	na	na	JAKZLS010001205.1	=	NW_026062843.1	Primary Assembly	37028	na
ptg001563l	unplaced-scaffold	na	na	JAKZLS010001207.1	=	NW_026062844.1	Primary Assembly	74440	na
ptg001564l	unplaced-scaffold	na	na	JAKZLS010001208.1	=	NW_026062845.1	Primary Assembly	56868	na
ptg001565l	unplaced-scaffold	na	na	JAKZLS010001209.1	=	NW_026062846.1	Primary Assembly	28751	na
ptg001566l	unplaced-scaffold	na	na	JAKZLS010001210.1	=	NW_026062847.1	Primary Assembly	27651	na
ptg001567l	unplaced-scaffold	na	na	JAKZLS010001211.1	=	NW_026062848.1	Primary Assembly	56416	na
ptg001568l	unplaced-scaffold	na	na	JAKZLS010001212.1	=	NW_026062849.1	Primary Assembly	26192	na
ptg001569l	unplaced-scaffold	na	na	JAKZLS010001213.1	=	NW_026062850.1	Primary Assembly	43980	na
ptg001570l	unplaced-scaffold	na	na	JAKZLS010001214.1	=	NW_026062851.1	Primary Assembly	46912	na
ptg001571l	unplaced-scaffold	na	na	JAKZLS010001215.1	=	NW_026062852.1	Primary Assembly	21973	na
ptg001572l	unplaced-scaffold	na	na	JAKZLS010001216.1	=	NW_026062853.1	Primary Assembly	29523	na
ptg001573l	unplaced-scaffold	na	na	JAKZLS010001217.1	=	NW_026062854.1	Primary Assembly	58081	na
ptg001575l	unplaced-scaffold	na	na	JAKZLS010001219.1	=	NW_026062855.1	Primary Assembly	17625	na
ptg001576l	unplaced-scaffold	na	na	JAKZLS010001220.1	=	NW_026062856.1	Primary Assembly	20951	na
ptg001577l	unplaced-scaffold	na	na	JAKZLS010001221.1	=	NW_026062857.1	Primary Assembly	42376	na
ptg001578l	unplaced-scaffold	na	na	JAKZLS010001222.1	=	NW_026062858.1	Primary Assembly	20622	na
ptg001579l	unplaced-scaffold	na	na	JAKZLS010001223.1	=	NW_026062859.1	Primary Assembly	45385	na
ptg001580l	unplaced-scaffold	na	na	JAKZLS010001224.1	=	NW_026062860.1	Primary Assembly	32573	na
ptg001581l	unplaced-scaffold	na	na	JAKZLS010001225.1	=	NW_026062861.1	Primary Assembly	28341	na
ptg001582l	unplaced-scaffold	na	na	JAKZLS010001226.1	=	NW_026062862.1	Primary Assembly	37634	na
ptg001583l	unplaced-scaffold	na	na	JAKZLS010001227.1	=	NW_026062863.1	Primary Assembly	25176	na
ptg001584l	unplaced-scaffold	na	na	JAKZLS010001228.1	=	NW_026062864.1	Primary Assembly	27467	na
ptg001586l	unplaced-scaffold	na	na	JAKZLS010001230.1	=	NW_026062865.1	Primary Assembly	33096	na
ptg001587l	unplaced-scaffold	na	na	JAKZLS010001231.1	=	NW_026062866.1	Primary Assembly	83102	na
ptg001588l	unplaced-scaffold	na	na	JAKZLS010001232.1	=	NW_026062867.1	Primary Assembly	26393	na
ptg001590l	unplaced-scaffold	na	na	JAKZLS010001234.1	=	NW_026062868.1	Primary Assembly	25659	na
ptg001591l	unplaced-scaffold	na	na	JAKZLS010001235.1	=	NW_026062869.1	Primary Assembly	57092	na
ptg001592l	unplaced-scaffold	na	na	JAKZLS010001236.1	=	NW_026062870.1	Primary Assembly	28571	na
ptg001593l	unplaced-scaffold	na	na	JAKZLS010001237.1	=	NW_026062871.1	Primary Assembly	28221	na
