gene_id,seqid,region_claim,region_length_bp,taxon,isolate,mol_type,source,gff_gene_id,gene_biotype,Description,origin_evidence_class,origin_screen_priority,DEG_contexts,exact_deg_contrasts,GOs,KEGG_ko,KEGG_Pathway,PFAMs,start,end,strand
LOC126313323,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313323,protein_coding,uncharacterized LOC126313323,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,267477,270114,-
LOC126313326,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313326,lncRNA,uncharacterized LOC126313326,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,270320,271266,+
LOC126313327,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313327,protein_coding,uncharacterized LOC126313327,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,272258,275015,-
LOC126313328,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313328,protein_coding,uncharacterized LOC126313328,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,256508,259699,+
LOC126313329,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313329,protein_coding,uncharacterized LOC126313329,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,69461,70501,-
LOC126313334,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313334,protein_coding,uncharacterized LOC126313334,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,81183,82362,-
LOC126313336,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313336,protein_coding,uncharacterized LOC126313336,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected; Infection within diets,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,,,,,92129,95025,-
LOC126313342,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313342,protein_coding,uncharacterized LOC126313342,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,95362,97168,-
LOC126313349,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313349,protein_coding,uncharacterized LOC126313349,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,108080,109011,-
LOC126313351,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313351,protein_coding,uncharacterized LOC126313351,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,114578,120137,+
LOC126313357,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313357,protein_coding,uncharacterized LOC126313357,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,140897,144552,+
LOC126313367,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313367,protein_coding,uncharacterized LOC126313367,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,169657,170558,-
LOC126313372,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313372,protein_coding,uncharacterized LOC126313372,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,205060,208149,-
LOC126313379,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313379,protein_coding,uncharacterized LOC126313379,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,187724,188980,+
LOC126313384,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313384,lncRNA,uncharacterized LOC126313384,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,195469,195962,-
LOC126313393,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313393,lncRNA,uncharacterized LOC126313393,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,244729,245258,-
LOC126313394,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313394,protein_coding,uncharacterized LOC126313394,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,245531,248450,+
LOC126313397,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313397,protein_coding,uncharacterized LOC126313397,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,75159,76608,+
LOC126313403,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313403,protein_coding,uncharacterized LOC126313403,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,182773,184864,+
LOC126313406,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313406,protein_coding,uncharacterized LOC126313406,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,235488,243053,-
LOC126313408,NW_026061886.1,RefSeq S. gregaria unplaced genomic region,283099,7010,iqSchGreg1,genomic DNA,Gnomon,126313408,protein_coding,uncharacterized LOC126313408,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,259713,262956,-
LOC126314408,NW_026061953.1,RefSeq S. gregaria unplaced genomic region,216778,7010,iqSchGreg1,genomic DNA,Gnomon,126314408,protein_coding,uncharacterized LOC126314408,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,198108,202895,+
LOC126314415,NW_026061953.1,RefSeq S. gregaria unplaced genomic region,216778,7010,iqSchGreg1,genomic DNA,Gnomon,126314415,protein_coding,uncharacterized LOC126314415,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,206624,209165,+
LOC126314419,NW_026061953.1,RefSeq S. gregaria unplaced genomic region,216778,7010,iqSchGreg1,genomic DNA,Gnomon,126314419,protein_coding,uncharacterized LOC126314419,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,180423,182041,+
LOC126314425,NW_026061953.1,RefSeq S. gregaria unplaced genomic region,216778,7010,iqSchGreg1,genomic DNA,Gnomon,126314425,lncRNA,uncharacterized LOC126314425,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,30407,31659,-
LOC126314426,NW_026061953.1,RefSeq S. gregaria unplaced genomic region,216778,7010,iqSchGreg1,genomic DNA,Gnomon,126314426,protein_coding,uncharacterized LOC126314426,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,94754,99903,-
LOC126314429,NW_026061953.1,RefSeq S. gregaria unplaced genomic region,216778,7010,iqSchGreg1,genomic DNA,Gnomon,126314429,protein_coding,uncharacterized LOC126314429,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,147913,153961,-
LOC126314430,NW_026061953.1,RefSeq S. gregaria unplaced genomic region,216778,7010,iqSchGreg1,genomic DNA,Gnomon,126314430,protein_coding,uncharacterized LOC126314430,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,103816,111959,-
LOC126314436,NW_026061953.1,RefSeq S. gregaria unplaced genomic region,216778,7010,iqSchGreg1,genomic DNA,Gnomon,126314436,protein_coding,uncharacterized LOC126314436,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,126990,129767,+
LOC126314439,NW_026061953.1,RefSeq S. gregaria unplaced genomic region,216778,7010,iqSchGreg1,genomic DNA,Gnomon,126314439,protein_coding,uncharacterized LOC126314439,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,122063,124221,-
LOC126314440,NW_026061953.1,RefSeq S. gregaria unplaced genomic region,216778,7010,iqSchGreg1,genomic DNA,Gnomon,126314440,protein_coding,uncharacterized LOC126314440,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,86739,89620,+
LOC126314449,NW_026061953.1,RefSeq S. gregaria unplaced genomic region,216778,7010,iqSchGreg1,genomic DNA,Gnomon,126314449,protein_coding,uncharacterized LOC126314449,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,56390,58237,+
LOC126314455,NW_026061953.1,RefSeq S. gregaria unplaced genomic region,216778,7010,iqSchGreg1,genomic DNA,Gnomon,126314455,protein_coding,uncharacterized LOC126314455,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,118967,119992,+
LOC126314457,NW_026061953.1,RefSeq S. gregaria unplaced genomic region,216778,7010,iqSchGreg1,genomic DNA,Gnomon,126314457,lncRNA,uncharacterized LOC126314457,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,59982,61084,+
LOC126314458,NW_026061953.1,RefSeq S. gregaria unplaced genomic region,216778,7010,iqSchGreg1,genomic DNA,Gnomon,126314458,lncRNA,uncharacterized LOC126314458,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,68231,69146,-
LOC126314471,NW_026061954.1,RefSeq S. gregaria unplaced genomic region,852195,7010,iqSchGreg1,genomic DNA,Gnomon,126314471,lncRNA,uncharacterized LOC126314471,Low-information RefSeq gene,Needs sequence-level taxonomy,Infection within diets,Infection within diet | Diet 50: infected vs control | Upregulated,,,,,830546,843586,+
LOC126315214,NW_026061960.1,RefSeq S. gregaria unplaced genomic region,597154,7010,iqSchGreg1,genomic DNA,Gnomon,126315214,protein_coding,uncharacterized LOC126315214,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,333378,336427,+
LOC126315215,NW_026061960.1,RefSeq S. gregaria unplaced genomic region,597154,7010,iqSchGreg1,genomic DNA,Gnomon,126315215,protein_coding,uncharacterized LOC126315215,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,326080,328499,-
LOC126315221,NW_026061960.1,RefSeq S. gregaria unplaced genomic region,597154,7010,iqSchGreg1,genomic DNA,Gnomon,126315221,protein_coding,uncharacterized LOC126315221,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,344452,345412,+
LOC126315228,NW_026061960.1,RefSeq S. gregaria unplaced genomic region,597154,7010,iqSchGreg1,genomic DNA,Gnomon,126315228,protein_coding,uncharacterized LOC126315228,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,471719,473967,+
LOC126315234,NW_026061960.1,RefSeq S. gregaria unplaced genomic region,597154,7010,iqSchGreg1,genomic DNA,Gnomon,126315234,protein_coding,uncharacterized LOC126315234,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,523633,528788,+
LOC126315235,NW_026061960.1,RefSeq S. gregaria unplaced genomic region,597154,7010,iqSchGreg1,genomic DNA,Gnomon,126315235,protein_coding,uncharacterized LOC126315235,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,203086,206650,-
LOC126315238,NW_026061960.1,RefSeq S. gregaria unplaced genomic region,597154,7010,iqSchGreg1,genomic DNA,Gnomon,126315238,protein_coding,uncharacterized LOC126315238,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,379114,380767,-
LOC126315239,NW_026061960.1,RefSeq S. gregaria unplaced genomic region,597154,7010,iqSchGreg1,genomic DNA,Gnomon,126315239,protein_coding,uncharacterized LOC126315239,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,477005,479921,+
LOC126315240,NW_026061960.1,RefSeq S. gregaria unplaced genomic region,597154,7010,iqSchGreg1,genomic DNA,Gnomon,126315240,protein_coding,uncharacterized LOC126315240,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,475202,477006,-
LOC126315242,NW_026061960.1,RefSeq S. gregaria unplaced genomic region,597154,7010,iqSchGreg1,genomic DNA,Gnomon,126315242,protein_coding,uncharacterized LOC126315242,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,75370,77023,+
LOC126315245,NW_026061960.1,RefSeq S. gregaria unplaced genomic region,597154,7010,iqSchGreg1,genomic DNA,Gnomon,126315245,protein_coding,uncharacterized LOC126315245,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,36457,41424,+
LOC126315248,NW_026061960.1,RefSeq S. gregaria unplaced genomic region,597154,7010,iqSchGreg1,genomic DNA,Gnomon,126315248,protein_coding,uncharacterized LOC126315248,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,201141,202690,-
LOC126315249,NW_026061960.1,RefSeq S. gregaria unplaced genomic region,597154,7010,iqSchGreg1,genomic DNA,Gnomon,126315249,protein_coding,uncharacterized LOC126315249,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,138336,140092,+
LOC126315252,NW_026061960.1,RefSeq S. gregaria unplaced genomic region,597154,7010,iqSchGreg1,genomic DNA,Gnomon,126315252,protein_coding,uncharacterized LOC126315252,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,427871,429782,+
LOC126315261,NW_026061960.1,RefSeq S. gregaria unplaced genomic region,597154,7010,iqSchGreg1,genomic DNA,Gnomon,126315261,protein_coding,uncharacterized LOC126315261,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,375951,377836,+
