DEG_context,gene_id,seqid,start,end,midpoint,strand,seq_start,seq_end,chromosome,genome,chromosome_class,region_name,region_chromosome,region_genome,taxon,isolate,mol_type,tissue_type,region_length_bp,source,gff_gene_id,gff_description,gff_biotype,gff_gbkey,Description,gene_biotype,GOs,KEGG_ko,KEGG_Pathway,PFAMs,exact_deg_contrasts,annotation_text,has_domain_annotation,origin_evidence_class,origin_screen_priority,region_claim
Infection within diets,LOC126320362,NW_026062094.1,31783,37334,34558.5,+,1,84846,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,84846,Gnomon,126320362,uncharacterized LOC126320362,protein_coding,Gene,uncharacterized LOC126320362,protein_coding,"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005847,GO:0005849,GO:0006139,GO:0006378,GO:0006379,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008092,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0017022,GO:0031123,GO:0031124,GO:0031974,GO:0031981,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043631,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0098787,GO:0098789,GO:1901360,GO:1901363",ko:K14401,"ko03015,map03015","CPSF_A,MMS1_N",Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,"uncharacterized LOC126320362 | GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005847,GO:0005849,GO:0006139,GO:0006378,GO:0006379,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008092,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0017022,GO:0031123,GO:0031124,GO:0031974,GO:0031981,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043631,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0098787,GO:0098789,GO:1901360,GO:1901363 | ko:K14401 | ko03015,map03015 | CPSF_A,MMS1_N | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated",TRUE,Uncharacterized but has domains,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126322422,NW_026062176.1,30617,35369,32993,+,1,242820,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,242820,Gnomon,126322422,trafficking protein particle complex subunit 10-like,protein_coding,Gene,trafficking protein particle complex subunit 10-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,trafficking protein particle complex subunit 10-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126322427,NW_026062176.1,142694,147903,145298.5,+,1,242820,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,242820,Gnomon,126322427,uncharacterized LOC126322427,protein_coding,Gene,uncharacterized LOC126322427,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,uncharacterized LOC126322427 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126322604,NW_026062185.1,151062,153215,152138.5,+,1,366495,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,366495,Gnomon,126322604,T-complex protein 1 subunit theta-like,protein_coding,Gene,T-complex protein 1 subunit theta-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,T-complex protein 1 subunit theta-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126322562,NW_026062185.1,296369,302850,299609.5,-,1,366495,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,366495,Gnomon,126322562,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 homolog,protein_coding,Gene,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 homolog,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 homolog | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126323742,NW_026062229.1,133383,134391,133887,+,1,248508,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,248508,Gnomon,126323742,uncharacterized LOC126323742,protein_coding,Gene,uncharacterized LOC126323742,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,uncharacterized LOC126323742 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126323922,NW_026062236.1,77570,79373,78471.5,-,1,256518,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,256518,Gnomon,126323922,60S ribosomal protein L7a-like,protein_coding,Gene,60S ribosomal protein L7a-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,60S ribosomal protein L7a-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126323895,NW_026062236.1,122348,128430,125389,-,1,256518,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,256518,Gnomon,126323895,uncharacterized LOC126323895,protein_coding,Gene,uncharacterized LOC126323895,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,uncharacterized LOC126323895 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126323894,NW_026062236.1,129011,130887,129949,-,1,256518,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,256518,Gnomon,126323894,uncharacterized LOC126323894,protein_coding,Gene,uncharacterized LOC126323894,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,uncharacterized LOC126323894 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126324029,NW_026062244.1,99527,102837,101182,+,1,120664,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,120664,Gnomon,126324029,glycogen phosphorylase 1-like,protein_coding,Gene,glycogen phosphorylase 1-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,glycogen phosphorylase 1-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126325840,NW_026062299.1,159846,161432,160639,+,1,262043,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,262043,Gnomon,126325840,uncharacterized LOC126325840,protein_coding,Gene,uncharacterized LOC126325840,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,uncharacterized LOC126325840 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126325909,NW_026062302.1,34112,39499,36805.5,-,1,191019,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,191019,Gnomon,126325909,serine/arginine repetitive matrix protein 2-like,protein_coding,Gene,serine/arginine repetitive matrix protein 2-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,serine/arginine repetitive matrix protein 2-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126326206,NW_026062331.1,61572,62633,62102.5,+,1,134788,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,134788,Gnomon,126326206,uncharacterized LOC126326206,protein_coding,Gene,uncharacterized LOC126326206,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,uncharacterized LOC126326206 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126327203,NW_026062374.1,36740,38830,37785,-,1,156446,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,156446,Gnomon,126327203,uncharacterized LOC126327203,protein_coding,Gene,uncharacterized LOC126327203,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,uncharacterized LOC126327203 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126329919,NW_026062549.1,46077,47871,46974,-,1,81318,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,81318,Gnomon,126329919,"succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial-like",protein_coding,Gene,succinate--CoA ligase [ADP-forming] subunit beta%2C mitochondrial-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,succinate--CoA ligase [ADP-forming] subunit beta%2C mitochondrial-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126332763,NW_026062795.1,2889,5386,4137.5,+,1,43210,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,43210,Gnomon,126332763,WD repeat-containing protein DDB_G0349043-like,protein_coding,Gene,WD repeat-containing protein DDB_G0349043-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,WD repeat-containing protein DDB_G0349043-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126301643,NW_026061710.1,15109702,15124444,15117073,-,1,26857663,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,26857663,Gnomon,126301643,uncharacterized LOC126301643,lncRNA,Gene,uncharacterized LOC126301643,lncRNA,,,,,Infection within diet | Diet 50: infected vs control | Upregulated; Infection within diet | Diet 83: infected vs control | Upregulated,uncharacterized LOC126301643 | | | | | Infection within diet | Diet 50: infected vs control | Upregulated; Infection within diet | Diet 83: infected vs control | Upregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126301639,NW_026061710.1,15441368,15473444,15457406,-,1,26857663,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,26857663,Gnomon,126301639,uncharacterized LOC126301639,lncRNA,Gene,uncharacterized LOC126301639,lncRNA,,,,,Infection within diet | Diet 50: infected vs control | Upregulated,uncharacterized LOC126301639 | | | | | Infection within diet | Diet 50: infected vs control | Upregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126302167,NW_026061723.1,1625313,1641553,1633433,+,1,1659960,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,1659960,Gnomon,126302167,uncharacterized LOC126302167,lncRNA,Gene,uncharacterized LOC126302167,lncRNA,,,,,Infection within diet | Diet 50: infected vs control | Upregulated,uncharacterized LOC126302167 | | | | | Infection within diet | Diet 50: infected vs control | Upregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126302198,NW_026061724.1,7809937,7826863,7818400,+,1,17802503,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,17802503,Gnomon,126302198,uncharacterized LOC126302198,lncRNA,Gene,uncharacterized LOC126302198,lncRNA,,,,,Infection within diet | Diet 50: infected vs control | Upregulated,uncharacterized LOC126302198 | | | | | Infection within diet | Diet 50: infected vs control | Upregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126305058,NW_026061752.1,1730957,1787101,1759029,+,1,4839267,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,4839267,Gnomon,126305058,uncharacterized LOC126305058,lncRNA,Gene,uncharacterized LOC126305058,lncRNA,,,,,Infection within diet | Diet 50: infected vs control | Upregulated,uncharacterized LOC126305058 | | | | | Infection within diet | Diet 50: infected vs control | Upregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126305118,NW_026061762.1,6904877,6922710,6913793.5,+,1,9066619,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,9066619,Gnomon,126305118,uncharacterized LOC126305118,lncRNA,Gene,uncharacterized LOC126305118,lncRNA,,,,,Infection within diet | Diet 50: infected vs control | Upregulated,uncharacterized LOC126305118 | | | | | Infection within diet | Diet 50: infected vs control | Upregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126306493,NW_026061799.1,6074937,6122580,6098758.5,-,1,11369862,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,11369862,Gnomon,126306493,uncharacterized LOC126306493,lncRNA,Gene,uncharacterized LOC126306493,lncRNA,,,,,Infection within diet | Diet 50: infected vs control | Upregulated,uncharacterized LOC126306493 | | | | | Infection within diet | Diet 50: infected vs control | Upregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Infection within diets,LOC126309706,NW_026061824.1,788854,804300,796577,-,1,21740884,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,21740884,Gnomon,126309706,uncharacterized LOC126309706,lncRNA,Gene,uncharacterized LOC126309706,lncRNA,,,,,Infection within diet | Diet 50: infected vs control | Upregulated,uncharacterized LOC126309706 | | | | | Infection within diet | Diet 50: infected vs control | Upregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
