gene_id	seqid	sequence_length	description	gene_biotype	mapping_support	n_contrasts	contrasts	min_padj	max_abs_log2FoldChange	competitive_host_retained_fraction	host_counts_not_retained
LOC126315283	NW_026061960.1	597154	transitional endoplasmic reticulum ATPase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0284134621615519	6.197556313657688	1.0	0.0
LOC126315285	NW_026061960.1	597154	actin-related protein 2/3 complex subunit 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0457345536887499	5.63753250528945	1.0	0.0
LOC126315286	NW_026061960.1	597154	mannose-1-phosphate guanyltransferase beta-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0401380936682709	6.473835194607117	1.0	0.0
LOC126315288	NW_026061960.1	597154	stress-activated protein kinase alpha-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0486309641157455	5.591701748488443	1.0	0.0
LOC126315289	NW_026061960.1	597154	LIM domain kinase 2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0357613691902037	6.153834033173803	1.0	0.0
LOC126315292	NW_026061960.1	597154	uncharacterized LOC126315292	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	4.351512616103792e-24	23.656268726864493	1.0	0.0
LOC126315295	NW_026061960.1	597154	protein AATF-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445534431079047	5.94401773760163	1.0	0.0
LOC126315298	NW_026061960.1	597154	uncharacterized LOC126315298	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0291205680397999	6.989778919618526	1.0	0.0
LOC126315304	NW_026061960.1	597154	ras-specific guanine nucleotide-releasing factor 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0150343879387922	7.304647589451418	1.0	0.0
LOC126315308	NW_026061960.1	597154	uncharacterized LOC126315308	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0216963074180597	6.184296647612502	1.0	0.0
LOC126315309	NW_026061960.1	597154	folic acid synthesis protein FOL1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0485695363987296	5.641748523396769	1.0	0.0
LOC126315314	NW_026061960.1	597154	probable N-acetyl-LL-diaminopimelate aminotransferase	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0333084731359573	6.058808526637176	1.0	0.0
LOC126315316	NW_026061960.1	597154	isocitrate dehydrogenase [NAD] regulatory subunit B, mitochondrial-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0227281602756154	7.961701554991009	1.0	0.0
LOC126315321	NW_026061960.1	597154	copine-9-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0462775836482765	5.385573952299867	1.0	0.0
LOC126315322	NW_026061960.1	597154	5'-3' exonuclease PLD3-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0342210450333798	5.778291324405706	1.0	0.0
LOC126315324	NW_026061960.1	597154	uncharacterized LOC126315324	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0279982338777855	6.585948920820059	1.0	0.0
LOC126315335	NW_026061960.1	597154	talin-B-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0461759331197143	5.279971991824308	1.0001140380887217	-1.0
LOC126315336	NW_026061960.1	597154	uncharacterized LOC126315336	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0410009863177951	5.666991616204743	1.0	0.0
LOC126315337	NW_026061960.1	597154	probable lysosomal cobalamin transporter	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0263515144023505	7.176320582213954	1.0	0.0
LOC126315341	NW_026061960.1	597154	uncharacterized LOC126315341	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0244435034006229	6.683931097808203	1.0	0.0
LOC126315347	NW_026061960.1	597154	metaxin-3-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0348768773580783	6.1508732594230535	1.0	0.0
LOC126315349	NW_026061960.1	597154	citrate synthase, mitochondrial-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0307087434168987	5.957121828620764	1.0	0.0
LOC126315352	NW_026061960.1	597154	uncharacterized LOC126315352	lncRNA	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0160765622006882	7.546274740738384	1.0	0.0
LOC126315353	NW_026061960.1	597154	26S proteasome regulatory subunit 6A-B-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.031421479980354	6.258235170339835	1.0	0.0
LOC126315356	NW_026061960.1	597154	uncharacterized LOC126315356	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0469470842316004	6.301350269368646	1.0	0.0
LOC126315357	NW_026061960.1	597154	uncharacterized LOC126315357	lncRNA	Significant in both mappings	1	infected_diet33_vs50	0.0410009863177951	5.934712495720539	1.0	0.0
LOC126315358	NW_026061960.1	597154	uncharacterized LOC126315358	lncRNA	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.027764770091685	6.626603772327806	1.0	0.0
LOC126315362	NW_026061960.1	597154	malate dehydrogenase-like	protein_coding	Significant in both mappings	3	infected_diet33_vs50;infection_average_all_diets;infection_diet33	0.0127841548169815	7.673544956256868	1.0	0.0
LOC126315373	NW_026061960.1	597154	uncharacterized LOC126315373	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.041749485800631	5.721685418039577	1.0	0.0
LOC126315375	NW_026061960.1	597154	uncharacterized LOC126315375	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0478105615664705	5.252132287503918	1.0	0.0
LOC126315376	NW_026061960.1	597154	RING-box protein 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.023236374451806	6.319188589945808	1.0	0.0
LOC126315379	NW_026061960.1	597154	ankyrin-1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445534431079047	5.750495529326082	1.0	0.0
LOC126315382	NW_026061960.1	597154	uncharacterized LOC126315382	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0401228333051272	5.750283877074824	1.0	0.0
LOC126315390	NW_026061960.1	597154	chitinase domain-containing protein 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0419723344029543	5.469512324970581	1.0	0.0
LOC126315403	NW_026061960.1	597154	uncharacterized LOC126315403	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0243808454651399	7.270612769665713	1.0	0.0
LOC126315407	NW_026061960.1	597154	uncharacterized LOC126315407	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0452354216269371	5.94170000241176	1.0	0.0
LOC126315409	NW_026061960.1	597154	ATPase family protein 2 homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0321202567591405	6.762597927533064	1.0	0.0
LOC126315412	NW_026061960.1	597154	protein FAM50A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0279982338777855	6.273596144137434	1.0	0.0
LOC126315417	NW_026061960.1	597154	uncharacterized LOC126315417	protein_coding	Significant in both mappings	3	infected_diet33_vs50;infection_average_all_diets;infection_diet33	0.0015350748175591	8.652465674041174	1.0	0.0
LOC126315424	NW_026061960.1	597154	uncharacterized LOC126315424	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0357941894989518	6.304233692677275	1.0	0.0
LOC126315425	NW_026061960.1	597154	uncharacterized LOC126315425	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0483461922709452	5.754280770952896	1.0	0.0
LOC126315429	NW_026061960.1	597154	protein pirA-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.017723747029042	6.951125232029993	1.0	0.0
LOC126315433	NW_026061960.1	597154	uncharacterized CDP-alcohol phosphatidyltransferase class-I family protein 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389216610784076	6.402748070227458	1.0	0.0
LOC126315440	NW_026061960.1	597154	probable methionine--tRNA ligase, cytoplasmic	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0325845808569807	6.009252280179121	1.0	0.0
LOC126315447	NW_026061960.1	597154	uncharacterized LOC126315447	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0268778720515373	6.2758567387348565	1.0	0.0
LOC126315451	NW_026061960.1	597154	uncharacterized LOC126315451	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0328361998245162	6.142166170284553	1.0	0.0
LOC126315453	NW_026061960.1	597154	uncharacterized LOC126315453	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0493028809546405	5.418165490202655	1.0	0.0
LOC126316437	NW_026061974.1	122239	probable phosphoglucomutase-2	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0325845808569807	6.371236663811129	0.999657416923604	1.0
LOC126316439	NW_026061974.1	122239	uncharacterized LOC126316439	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0424356524363925	6.128936878369948	1.0	0.0
LOC126316443	NW_026061974.1	122239	uncharacterized LOC126316443	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0279982338777855	6.141171405823439	1.0	0.0
LOC126316445	NW_026061974.1	122239	exocyst complex component 7-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0491690630392757	5.563633578100425	1.0	0.0
LOC126316446	NW_026061974.1	122239	uncharacterized LOC126316446	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445935454522398	5.3957320293472	1.0	0.0
LOC126316449	NW_026061974.1	122239	uncharacterized LOC126316449	lncRNA	Significant in both mappings	1	infected_diet33_vs50	0.0325845808569807	6.032554069547961	1.0	0.0
LOC126316453	NW_026061974.1	122239	actin-related protein 10-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0425021315713419	6.1983372561831915	1.0	0.0
LOC126316454	NW_026061974.1	122239	uncharacterized protein DDB_G0288133-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0406979750744332	5.792806488216957	1.0	0.0
LOC126316455	NW_026061974.1	122239	uncharacterized LOC126316455	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0305144922116161	6.4359984539695665	1.0	0.0
LOC126316460	NW_026061974.1	122239	GPI transamidase component PIG-T-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0470294434674024	5.419839665462978	1.0	0.0
LOC126316667	NW_026061985.1	114926	uncharacterized LOC126316667	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0275088540800155	6.963583970410823	1.0	0.0
LOC126316668	NW_026061985.1	114926	uncharacterized LOC126316668	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	3.038741956790635e-25	22.99115274620064	1.0	0.0
LOC126316669	NW_026061985.1	114926	protein Aster-A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0364579541378434	6.171643068791403	1.0	0.0
LOC126316674	NW_026061985.1	114926	dipeptidyl aminopeptidase BI-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445130237845242	5.612305631068952	1.0	0.0
LOC126316675	NW_026061985.1	114926	uncharacterized LOC126316675	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0390194780945143	5.978905441778051	1.0	0.0
LOC126316678	NW_026061985.1	114926	uncharacterized LOC126316678	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0380271566047917	6.037710418998866	1.0	0.0
LOC126316679	NW_026061985.1	114926	anaphase-promoting complex subunit 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0473867269112177	5.3223994910699775	1.0	0.0
LOC126316685	NW_026061985.1	114926	uncharacterized LOC126316685	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0464792464294665	5.502930775008318	1.0	0.0
LOC126316686	NW_026061985.1	114926	uncharacterized LOC126316686	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0490364262657194	5.672246106237384	1.0	0.0
LOC126316687	NW_026061985.1	114926	proton-coupled amino acid transporter 4-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445534431079047	5.759386012024708	1.0	0.0
LOC126316689	NW_026061985.1	114926	eukaryotic peptide chain release factor GTP-binding subunit ERF3A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0412055290715718	6.073489761079391	1.0	0.0
LOC126316698	NW_026061985.1	114926	uncharacterized LOC126316698	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0481433380043141	5.300616434893958	1.0	0.0
LOC126316701	NW_026061988.1	376478	dynamin-A-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0275088540800155	7.058075879959512	1.0	0.0
LOC126316702	NW_026061988.1	376478	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0414475396635705	6.6076927008385615	1.0	0.0
LOC126316708	NW_026061988.1	376478	zinc finger protein 622-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389216610784076	5.659349081991079	1.0	0.0
LOC126316712	NW_026061988.1	376478	uncharacterized LOC126316712	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0301468610941199	6.670732067042566	1.0012048192771084	-1.0
LOC126316726	NW_026061988.1	376478	transcription elongation factor SPT5-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.040527906224012	5.871552065691173	1.0	0.0
LOC126316736	NW_026061988.1	376478	ribonucleoside-diphosphate reductase large subunit-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0342210450333798	6.004095614091269	1.0	0.0
LOC126316737	NW_026061988.1	376478	uncharacterized LOC126316737	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0326878505963037	6.052141280465405	1.0	0.0
LOC126316738	NW_026061988.1	376478	glucose-6-phosphate 1-dehydrogenase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0436818996077291	5.5712354031161375	1.0	0.0
LOC126316741	NW_026061988.1	376478	uncharacterized LOC126316741	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0485065102272896	5.331433889488931	1.0	0.0
LOC126316744	NW_026061988.1	376478	uncharacterized LOC126316744	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.029209411753529	6.510999413612585	1.0	0.0
LOC126316747	NW_026061988.1	376478	T-cell activation inhibitor, mitochondrial-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0320284294124798	6.160473017136737	1.0	0.0
LOC126316751	NW_026061988.1	376478	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	4.999423647069763e-27	22.70618539679793	1.0	0.0
LOC126316754	NW_026061988.1	376478	uncharacterized LOC126316754	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0334551510057822	6.174766634642286	1.0	0.0
LOC126316761	NW_026061988.1	376478	trimethyllysine dioxygenase, mitochondrial-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0270926660165698	6.309089970956405	1.0	0.0
LOC126316762	NW_026061988.1	376478	uncharacterized LOC126316762	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389818584399979	6.014657742473467	1.0	0.0
