	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126331335	microsomal glutathione S-transferase 1-like	456	6	1.36E-104	96.38	1	C:GO:0016020	C:membrane			G3DSA:1.20.120.550:FF:000002 (FUNFAM); IPR023352 (G3DSA:1.20.120.GENE3D); IPR001129 (PFAM); IPR023352 (SUPERFAMILY)	C:GO:0016020	C:membrane
true	[INTERPRO, BLASTED]	LOC126331179	meiotic recombination protein REC8 homolog	1944	5	0.0	97.91						IPR023093 (G3DSA:1.10.10.GENE3D)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126331633	39S ribosomal protein L19, mitochondrial	918	5	1.19E-222	99.28	3	P:GO:0006412; F:GO:0003735; C:GO:0005840	P:translation; F:structural constituent of ribosome; C:ribosome			IPR001857 (PRINTS); G3DSA:2.30.30.790:FF:000002 (FUNFAM); IPR001857 (PFAM); IPR038657 (G3DSA:2.30.30.GENE3D); IPR008991 (SUPERFAMILY)	P:GO:0006412; F:GO:0003735; C:GO:0005840	P:translation; F:structural constituent of ribosome; C:ribosome
true	[INTERPRO, BLASTED]	LOC126331791	uncharacterized protein LOC126331791	1200	1	3.95E-289	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126331946	integral membrane protein GPR180	1482	5	0.0	99.64	2	P:GO:0007186; P:GO:0019236	P:G protein-coupled receptor signaling pathway; P:response to pheromone			IPR019336 (PFAM)	P:GO:0007186; P:GO:0019236	P:G protein-coupled receptor signaling pathway; P:response to pheromone
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126332104	cytochrome c oxidase assembly protein COX15 homolog	11178	11	1.14E-88	82.16	3	P:GO:0006784; F:GO:0016653; C:GO:0016020	P:heme A biosynthetic process; F:oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor; C:membrane			IPR003780 (PFAM)	P:GO:0006784; F:GO:0016653; C:GO:0016020	P:heme A biosynthetic process; F:oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor; C:membrane
true	[INTERPRO, BLASTED, MAPPED]	LOC126333037	hypothetical protein B566_EDAN008515	930	2	5.64E-71	63.38	1	F:GO:0016491	F:oxidoreductase activity			G3DSA:2.20.110.10 (GENE3D); IPR003409 (PFAM); SSF82185 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126333298	uncharacterized protein LOC126333298	4614	6	0.0	99.34	3	P:GO:0006979; F:GO:0004601; F:GO:0020037	P:response to oxidative stress; F:peroxidase activity; F:heme binding			IPR019791 (PRINTS); G3DSA:1.10.640.10:FF:000003 (FUNFAM); G3DSA:1.10.640.10:FF:000006 (FUNFAM); IPR037120 (G3DSA:1.10.640.GENE3D); IPR037120 (G3DSA:1.10.640.GENE3D); IPR019791 (PFAM); PIRSR619791-2 (PIRSR); IPR019791 (PROSITE_PROFILES); IPR019791 (PROSITE_PROFILES); cd09823 (CDD); cd09823 (CDD); IPR010255 (SUPERFAMILY); IPR010255 (SUPERFAMILY)	P:GO:0006979; F:GO:0004601; F:GO:0020037	P:response to oxidative stress; F:peroxidase activity; F:heme binding
true	[INTERPRO, BLASTED]	LOC126274441	uncharacterized protein LOC126274441	1158	1	1.67E-292	100.0						IPR038461 (G3DSA:3.30.950.GENE3D)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126333611	sulfite oxidase, mitochondrial-like	1062	9	1.21E-262	96.07	1	F:GO:0016491	F:oxidoreductase activity			IPR008335 (PRINTS); IPR001199 (PRINTS); G3DSA:3.10.120.10:FF:000007 (FUNFAM); IPR036400 (G3DSA:3.10.120.GENE3D); IPR036374 (G3DSA:3.90.420.GENE3D); IPR000572 (PFAM); IPR001199 (PFAM); PIRSR000233-1 (PIRSR); IPR001199 (PROSITE_PROFILES); IPR036400 (SUPERFAMILY); IPR036374 (SUPERFAMILY)	F:GO:0016491	F:oxidoreductase activity
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126333456	sulfite oxidase-like	1686	6	0.0	98.99	2	F:GO:0016491; F:GO:0030151	F:oxidoreductase activity; F:molybdenum ion binding			IPR001199 (PRINTS); IPR008335 (PRINTS); G3DSA:3.90.420.10:FF:000002 (FUNFAM); G3DSA:3.10.120.10:FF:000007 (FUNFAM); G3DSA:2.60.40.650:FF:000002 (FUNFAM); IPR036400 (G3DSA:3.10.120.GENE3D); G3DSA:2.60.40.650 (GENE3D); IPR001199 (PFAM); IPR000572 (PFAM); IPR005066 (PFAM); IPR036374 (G3DSA:3.90.420.GENE3D); PIRSR000233-1 (PIRSR); IPR001199 (PROSITE_PROFILES); cd02111 (CDD); IPR014756 (SUPERFAMILY); IPR036400 (SUPERFAMILY); IPR036374 (SUPERFAMILY)	F:GO:0016491; F:GO:0030151	F:oxidoreductase activity; F:molybdenum ion binding
true	[INTERPRO, BLASTED, MAPPED]	LOC126333765	anaphase-promoting complex subunit 1 isoform X1	11823	20	3.77E-188	62.16	4	F:GO:0003995; F:GO:0016627; F:GO:0050660; C:GO:0005680	F:acyl-CoA dehydrogenase activity; F:oxidoreductase activity, acting on the CH-CH group of donors; F:flavin adenine dinucleotide binding; C:anaphase-promoting complex			IPR046794 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126284920	XP_047120633.1 calsenilin	399	3	3.1E-76	97.14	1	F:GO:0005509	F:calcium ion binding			PR00450 (PRINTS); G3DSA:1.10.238.10:FF:000083 (FUNFAM); IPR002048 (PFAM); IPR002048 (PFAM); G3DSA:1.10.238.10 (GENE3D); IPR002048 (PROSITE_PROFILES); IPR002048 (PROSITE_PROFILES); IPR002048 (PROSITE_PROFILES); IPR002048 (CDD); IPR002048 (CDD); IPR011992 (SUPERFAMILY)	F:GO:0005509	F:calcium ion binding
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126276000	uncharacterized protein LOC126276000	693	1	6.58E-153	100.0	1	F:GO:0016616	F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor			IPR015955 (G3DSA:3.90.110.GENE3D); IPR022383 (PFAM); IPR015955 (SUPERFAMILY)	F:GO:0003824; F:GO:0016616	F:catalytic activity; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126334020	DDB1- and CUL4-associated factor 7	1032	20	3.19E-262	97.34	1	F:GO:0005515	F:protein binding			G3DSA:2.130.10.10:FF:000049 (FUNFAM); IPR001680 (PFAM); IPR015943 (G3DSA:2.130.10.GENE3D); IPR001680 (PROSITE_PROFILES); IPR036322 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126277569	putative gustatory receptor 2a	747	1	1.62E-171	100.0	2	P:GO:0050909; C:GO:0016020	P:sensory perception of taste; C:membrane			IPR013604 (PFAM)	P:GO:0050909; C:GO:0016020	P:sensory perception of taste; C:membrane
true	[INTERPRO, BLASTED]	LOC126334172	irregular chiasm C-roughest protein-like	978	6	4.75E-239	99.64						IPR013783 (G3DSA:2.60.40.GENE3D); IPR013098 (PFAM); IPR013783 (G3DSA:2.60.40.GENE3D); IPR013106 (PFAM); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); cd00096 (CDD); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126284929	gametocyte surface protein P230-like	942	1	3.43E-143	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126334429	hydroxyacid-oxoacid transhydrogenase, mitochondrial	1425	5	0.0	99.75	2	F:GO:0004022; F:GO:0046872	F:alcohol dehydrogenase (NAD+) activity; F:metal ion binding			G3DSA:1.20.1090.10:FF:000003 (FUNFAM); G3DSA:3.40.50.1970:FF:000010 (FUNFAM); G3DSA:3.40.50.1970 (GENE3D); IPR001670 (PFAM); G3DSA:1.20.1090.10 (GENE3D); PIRSR000112-3 (PIRSR); IPR042157 (CDD); SSF56796 (SUPERFAMILY)	F:GO:0004022; F:GO:0016491; F:GO:0046872	F:alcohol dehydrogenase (NAD+) activity; F:oxidoreductase activity; F:metal ion binding
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126334511	leucine-rich repeat-containing protein 15	4386	7	0.0	96.37	1	F:GO:0005515	F:protein binding			PR00019 (PRINTS); IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); IPR001611 (PFAM); IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); SSF52058 (SUPERFAMILY); SSF52058 (SUPERFAMILY); SSF52058 (SUPERFAMILY); SSF52047 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED]	LOC126334525	uncharacterized protein LOC126334525	5748	1	0.0	100.0						G3DSA:1.10.8.270:FF:000009 (FUNFAM); G3DSA:1.10.472.80:FF:000011 (FUNFAM); IPR032738 (PFAM); G3DSA:1.10.8.270 (GENE3D); G3DSA:1.10.472.80 (GENE3D); IPR000195 (PFAM); IPR000195 (PROSITE_PROFILES); IPR035969 (SUPERFAMILY); IPR035969 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126334532	heparan sulfate glucosamine 3-O-sulfotransferase 1	1284	2	4.1E-287	97.84	1	F:GO:0008146	F:sulfotransferase activity			G3DSA:3.40.50.300:FF:000603 (FUNFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR000863 (PFAM); PIRSR637359-2 (PIRSR); PIRSR637359-1 (PIRSR); PIRSR637359-3 (PIRSR); IPR027417 (SUPERFAMILY)	F:GO:0008146	F:sulfotransferase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126334539	probable protein phosphatase CG10417 isoform X1	12117	20	1.68E-222	93.18	2	F:GO:0004722; F:GO:0046872	F:protein serine/threonine phosphatase activity; F:metal ion binding	EC:3.1.3.16	protein-serine/threonine phosphatase	IPR036457 (G3DSA:3.60.40.GENE3D); IPR001932 (PFAM); IPR036457 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126334578	intraflagellar transport protein 20 homolog isoform X4	1668	8	4.67E-58	65.31	1	C:GO:0005929	C:cilium			IPR028172 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126334570	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	876	20	6.28E-211	95.88	2	P:GO:0051260; F:GO:0005515	P:protein homooligomerization; F:protein binding			G3DSA:3.30.710.10:FF:000013 (FUNFAM); IPR003131 (PFAM); IPR011333 (G3DSA:3.30.710.GENE3D); IPR000210 (PROSITE_PROFILES); cd18369 (CDD); IPR011333 (SUPERFAMILY)	P:GO:0051260; F:GO:0005515	P:protein homooligomerization; F:protein binding
true	[INTERPRO, BLASTED]	LOC126334603	Hypothetical predicted protein	18714	14	2.72E-110	47.47						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126334620	uncharacterized protein LOC126334620	2565	6	0.0	97.82	4	P:GO:0007166; P:GO:0007186; F:GO:0004930; C:GO:0016020	P:cell surface receptor signaling pathway; P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:membrane			IPR000832 (PFAM); G3DSA:1.20.1070.10 (GENE3D); IPR017981 (PROSITE_PROFILES); cd15039 (CDD); SSF81321 (SUPERFAMILY)	P:GO:0007166; P:GO:0007186; F:GO:0004888; F:GO:0004930; C:GO:0016020	P:cell surface receptor signaling pathway; P:G protein-coupled receptor signaling pathway; F:transmembrane signaling receptor activity; F:G protein-coupled receptor activity; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126334628	uncharacterized protein LOC126334628	1782	7	0.0	99.2	3	P:GO:0000012; F:GO:0003684; C:GO:0005634	P:single strand break repair; F:damaged DNA binding; C:nucleus			G3DSA:2.60.120.260:FF:000025 (FUNFAM); IPR002706 (PFAM); G3DSA:2.60.120.260 (GENE3D); IPR008979 (SUPERFAMILY)	P:GO:0000012; F:GO:0003684; C:GO:0005634	P:single strand break repair; F:damaged DNA binding; C:nucleus
true	[INTERPRO, BLASTED]	LOC126334652	dynein axonemal light chain 4-like isoform X3	939	2	1.7E-38	41.11						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126334644	cytoplasmic tRNA 2-thiolation protein 1	1002	3	1.05E-246	99.9	3	P:GO:0002098; P:GO:0034227; F:GO:0000049	P:tRNA wobble uridine modification; P:tRNA thio-modification; F:tRNA binding			G3DSA:3.40.50.620:FF:000054 (FUNFAM); IPR014729 (G3DSA:3.40.50.GENE3D); IPR000541 (NCBIFAM); IPR035107 (PIRSF); IPR011063 (PFAM); IPR032442 (PFAM); PIRSR004976-51 (PIRSR); IPR000541 (HAMAP); cd01993 (CDD); SSF52402 (SUPERFAMILY)	P:GO:0002098; P:GO:0008033; P:GO:0034227; F:GO:0000049	P:tRNA wobble uridine modification; P:tRNA processing; P:tRNA thio-modification; F:tRNA binding
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126334636	mitochondrial E3 ubiquitin protein ligase 1-like	1023	5	4.64E-249	99.18	3	P:GO:0006996; P:GO:0016567; F:GO:0004842	P:organelle organization; P:protein ubiquitination; F:ubiquitin-protein transferase activity			IPR013083 (G3DSA:3.30.40.GENE3D); PF13920 (PFAM); IPR022170 (PFAM); IPR001841 (PROSITE_PROFILES); cd16649 (CDD); SSF57850 (SUPERFAMILY)	P:GO:0006996; P:GO:0016567; F:GO:0004842	P:organelle organization; P:protein ubiquitination; F:ubiquitin-protein transferase activity
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126334670	dynein axonemal light chain 4-like	315	1	2.45E-71	100.0	2	P:GO:0007017; C:GO:0030286	P:microtubule-based process; C:dynein complex			G3DSA:3.30.740.10:FF:000002 (FUNFAM); IPR001372 (PFAM); IPR037177 (G3DSA:3.30.740.GENE3D); cd21453 (CDD); IPR037177 (SUPERFAMILY)	P:GO:0007017; C:GO:0030286	P:microtubule-based process; C:dynein complex
true	[INTERPRO, BLASTED]	LOC126334676	transmembrane protein 121B-like	2088	7	5.22E-247	95.61						IPR032776 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126334687	putative ammonium transporter 1	1557	6	0.0	99.68	3	P:GO:0072488; F:GO:0008519; C:GO:0016020	P:ammonium transmembrane transport; F:ammonium channel activity; C:membrane			IPR024041 (PFAM); IPR029020 (G3DSA:1.10.3430.GENE3D); IPR001905 (NCBIFAM); SSF111352 (SUPERFAMILY)	P:GO:0072488; F:GO:0008519; C:GO:0016020	P:ammonium transmembrane transport; F:ammonium channel activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126334692	lysosomal-associated transmembrane protein 4A	3204	8	1.88E-187	68.54	1	C:GO:0016020	C:membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126279107	uncharacterized protein LOC126279107	867	1	2.27E-207	100.0						IPR022048 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126280616	trichohyalin-like	2118	1	1.86E-25	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126281580	prostate-specific antigen-like	828	1	8.88E-203	100.0	2	P:GO:0006508; F:GO:0004252	P:proteolysis; F:serine-type endopeptidase activity			IPR001314 (PRINTS); IPR043504 (G3DSA:2.40.10.GENE3D); IPR043504 (G3DSA:2.40.10.GENE3D); IPR001254 (PFAM); PIRSR001149-4 (PIRSR); PIRSR001145-3 (PIRSR); IPR001254 (PROSITE_PROFILES); IPR009003 (SUPERFAMILY)	P:GO:0006508; F:GO:0004252	P:proteolysis; F:serine-type endopeptidase activity
true	[INTERPRO, BLASTED]	LOC126334712	microtubule-associated protein futsch-like isoform X3	80112	20	0.0	73.24						IPR022189 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126334738	Transcription elongation factor SPT4	636	17	1.06E-53	52.33	4	P:GO:0006355; P:GO:0140673; F:GO:0008270; C:GO:0005634	P:regulation of DNA-templated transcription; P:transcription elongation-coupled chromatin remodeling; F:zinc ion binding; C:nucleus			IPR038510 (G3DSA:3.30.40.GENE3D); IPR022800 (PFAM); IPR009287 (PIRSF); IPR022800 (CDD); IPR029040 (SUPERFAMILY)	P:GO:0006355; P:GO:0140673; F:GO:0008270; C:GO:0005634	P:regulation of DNA-templated transcription; P:transcription elongation-coupled chromatin remodeling; F:zinc ion binding; C:nucleus
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126334732	charged multivesicular body protein 2b	639	4	2.62E-102	99.53	1	P:GO:0007034	P:vacuolar transport			G3DSA:6.10.140.1230 (GENE3D); IPR005024 (PFAM)	P:GO:0007034	P:vacuolar transport
true	[INTERPRO, BLASTED]	LOC126282275	uncharacterized protein LOC126282275	444	1	1.94E-27	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126283677	uncharacterized protein LOC126283677	522	1	6.22E-132	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126334747	calcium-activated chloride channel regulator 1-like	3564	6	0.0	99.93						IPR013642 (PFAM); IPR036465 (G3DSA:3.40.50.GENE3D); IPR036465 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126334754	uncharacterized protein LOC126334754 isoform X1	816	1	6.77E-93	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126294084	52 kDa repressor of the inhibitor of the protein kinase-like	1083	1	5.35E-265	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126296614	piggyBac transposable element-derived protein 4-like	774	1	2.35E-198	100.0						IPR029526 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126297674	52 kDa repressor of the inhibitor of the protein kinase-like	1227	3	1.64E-297	98.44						IPR025398 (PFAM); IPR012337 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126302972	52 kDa repressor of the inhibitor of the protein kinase-like	1935	2	0.0	99.84	1	F:GO:0046983	F:protein dimerization activity			IPR008906 (PFAM); IPR025398 (PFAM); IPR012337 (SUPERFAMILY)	F:GO:0046983	F:protein dimerization activity
true	[INTERPRO, BLASTED]	LOC126304631	uncharacterized protein LOC126304631	405	1	1.08E-95	100.0						IPR000477 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126325927	52 kDa repressor of the inhibitor of the protein kinase-like	1911	2	0.0	99.84	1	F:GO:0046983	F:protein dimerization activity			IPR025398 (PFAM); IPR008906 (PFAM); IPR012337 (SUPERFAMILY)	F:GO:0046983	F:protein dimerization activity
true	[INTERPRO, BLASTED]	LOC126284940	uncharacterized protein LOC126284940	741	1	1.82E-167	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126284946	uncharacterized protein LOC126284946	408	1	6.97E-79	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126327281	uncharacterized protein LOC126327281	1005	1	5.56E-176	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126284953	uncharacterized protein LOC126284953	444	1	9.55E-69	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126328798	protein YIPF3-like	657	4	1.34E-146	98.97						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126334766	GTP-binding protein 1	1965	4	0.0	99.66	2	F:GO:0003924; F:GO:0005525	F:GTPase activity; F:GTP binding			G3DSA:3.40.50.300:FF:000091 (FUNFAM); G3DSA:2.40.30.10:FF:000014 (FUNFAM); G3DSA:2.40.30.10:FF:000028 (FUNFAM); IPR004161 (PFAM); IPR000795 (PFAM); G3DSA:2.40.30.10 (GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); G3DSA:2.40.30.10 (GENE3D); PIRSR006809-1 (PIRSR); PIRSR006809-2 (PIRSR); IPR000795 (PROSITE_PROFILES); cd03708 (CDD); IPR035531 (CDD); cd03694 (CDD); IPR009001 (SUPERFAMILY); IPR027417 (SUPERFAMILY); IPR009000 (SUPERFAMILY)	F:GO:0003924; F:GO:0005525	F:GTPase activity; F:GTP binding
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126334773	arfGAP with SH3 domain, ANK repeat and PH domain-containing protein isoform X3	28707	20	4.08E-98	100.0	1	F:GO:0005515	F:protein binding			G3DSA:1.25.40.20:FF:000006 (FUNFAM); IPR036770 (G3DSA:1.25.40.GENE3D); IPR036770 (G3DSA:1.25.40.GENE3D); IPR036770 (G3DSA:1.25.40.GENE3D); IPR002110 (PFAM); G3DSA:1.25.40.950 (GENE3D); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR036770 (SUPERFAMILY); IPR036770 (SUPERFAMILY); IPR036770 (SUPERFAMILY); IPR036770 (SUPERFAMILY); IPR036770 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED]	LOC126334812	heparan-alpha-glucosaminide N-acetyltransferase-like	1740	7	0.0	99.56						IPR012429 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126330262	heparan-alpha-glucosaminide N-acetyltransferase-like	996	1	3.5E-244	100.0						IPR012429 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126331790	heparan-alpha-glucosaminide N-acetyltransferase-like	846	1	3.26E-217	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126333297	extracellular matrix organizing protein FRAS1-like	3861	5	0.0	98.92	2	P:GO:0007154; C:GO:0016020	P:cell communication; C:membrane			IPR038081 (G3DSA:2.60.40.GENE3D); PF16184 (PFAM); IPR038081 (G3DSA:2.60.40.GENE3D); IPR003644 (PFAM); IPR039005 (PROSITE_PROFILES); IPR038081 (SUPERFAMILY); IPR038081 (SUPERFAMILY)	P:GO:0007154; C:GO:0016020	P:cell communication; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126334833	DNA polymerase beta-like	1026	7	2.9E-248	99.58	3	P:GO:0006281; F:GO:0003677; F:GO:0003887	P:DNA repair; F:DNA binding; F:DNA-directed DNA polymerase activity			IPR022312 (PRINTS); IPR002008 (PRINTS); G3DSA:3.30.210.10:FF:000002 (FUNFAM); G3DSA:1.10.150.110:FF:000002 (FUNFAM); G3DSA:1.10.150.20:FF:000026 (FUNFAM); IPR029398 (PFAM); IPR010996 (PFAM); G3DSA:1.10.150.20 (GENE3D); IPR027421 (G3DSA:1.10.150.GENE3D); IPR037160 (G3DSA:3.30.210.GENE3D); IPR043519 (G3DSA:3.30.460.GENE3D); IPR018944 (PFAM); IPR028207 (PFAM); PIRSR622312-50 (PIRSR); PIRSR000817-1 (PIRSR); IPR002054 (CDD); IPR043519 (SUPERFAMILY); IPR027421 (SUPERFAMILY); SSF81585 (SUPERFAMILY)	P:GO:0006281; F:GO:0003677; F:GO:0003887; F:GO:0034061	P:DNA repair; F:DNA binding; F:DNA-directed DNA polymerase activity; F:DNA polymerase activity
true	[INTERPRO, BLASTED]	LOC126334841	protein phosphatase PTC7 homolog	909	2	3.14E-221	99.83						G3DSA:3.60.40.10:FF:000009 (FUNFAM); IPR036457 (G3DSA:3.60.40.GENE3D); PF13672 (PFAM); IPR001932 (PROSITE_PROFILES); IPR036457 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126334858	uncharacterized protein LOC126334858	372	6	2.65E-75	93.55						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126334849	XP_047109937.1 derlin-2	720	2	1.11E-178	100.0						IPR007599 (PFAM); IPR035952 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126334819	NCK-interacting protein with SH3 domain isoform X2	5361	14	1.1E-110	77.31	1	F:GO:0005515	F:protein binding			G3DSA:2.30.30.40 (GENE3D); IPR001452 (PFAM); IPR001452 (PROSITE_PROFILES); IPR035514 (CDD); IPR036028 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126334861	prostaglandin reductase 1-like	996	6	4.44E-247	99.24	3	F:GO:0032440; F:GO:0047522; C:GO:0005737	F:2-alkenal reductase [NAD(P)+] activity; F:15-oxoprostaglandin 13-oxidase [NAD(P)+] activity; C:cytoplasm			G3DSA:3.40.50.720:FF:000121 (FUNFAM); G3DSA:3.40.50.720 (GENE3D); G3DSA:3.90.180.10 (GENE3D); IPR013149 (PFAM); IPR041694 (PFAM); IPR014190 (CDD); IPR036291 (SUPERFAMILY); IPR011032 (SUPERFAMILY); IPR011032 (SUPERFAMILY)	F:GO:0032440; F:GO:0047522; C:GO:0005737	F:2-alkenal reductase [NAD(P)+] activity; F:15-oxoprostaglandin 13-oxidase [NAD(P)+] activity; C:cytoplasm
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126334868	troponin C, isoallergen Bla g 6.0301	450	2	9.23E-102	100.0	1	F:GO:0005509	F:calcium ion binding			G3DSA:1.10.238.10:FF:000103 (FUNFAM); G3DSA:1.10.238.10:FF:000177 (FUNFAM); IPR002048 (PFAM); G3DSA:1.10.238.10 (GENE3D); IPR002048 (PROSITE_PROFILES); IPR002048 (PROSITE_PROFILES); IPR002048 (PROSITE_PROFILES); IPR002048 (PROSITE_PROFILES); IPR002048 (CDD); IPR011992 (SUPERFAMILY)	F:GO:0005509	F:calcium ion binding
