Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC124568236	putative phospholipase B-like lamina ancestor isoform X1	F GO:0004620 phospholipase activity
LOC124621215	putative phospholipase B-like 2	F GO:0004620 phospholipase activity
LOC124572618	39S ribosomal protein L50, mitochondrial	C GO:0005739 mitochondrion
LOC124570971	mediator of RNA polymerase II transcription subunit 13	C GO:0016592 mediator complex
LOC124570971	mediator of RNA polymerase II transcription subunit 13	F GO:0003712 transcription coregulator activity
LOC124570971	mediator of RNA polymerase II transcription subunit 13	P GO:0006357 regulation of transcription by RNA polymerase II
LOC124621231	uncharacterized protein LOC124621231	F GO:0005515 protein binding
LOC124621315	PRKR-interacting protein 1 homolog	F GO:0003725 double-stranded RNA binding
LOC124593870	G protein-coupled receptor kinase 1	F GO:0005524 ATP binding
LOC124593870	G protein-coupled receptor kinase 1	F GO:0004703 G protein-coupled receptor kinase activity
LOC124593870	G protein-coupled receptor kinase 1	P GO:0007165 signal transduction
LOC124593870	G protein-coupled receptor kinase 1	P GO:0006468 protein phosphorylation
LOC124616675	lysosomal alpha-mannosidase-like	F GO:0004559 alpha-mannosidase activity
LOC124616675	lysosomal alpha-mannosidase-like	P GO:0006013 mannose metabolic process
LOC124616675	lysosomal alpha-mannosidase-like	F GO:0030246 carbohydrate binding
LOC124621357	lysosomal alpha-mannosidase-like	F GO:0004559 alpha-mannosidase activity
LOC124621357	lysosomal alpha-mannosidase-like	P GO:0006013 mannose metabolic process
LOC124621357	lysosomal alpha-mannosidase-like	F GO:0030246 carbohydrate binding
LOC124593973	unnamed protein product	F GO:0003824 catalytic activity
LOC124593973	unnamed protein product	F GO:0030246 carbohydrate binding
LOC124593973	unnamed protein product	P GO:0005975 carbohydrate metabolic process
LOC124617157	gustatory receptor 68a-like	C GO:0016020 membrane
LOC124617157	gustatory receptor 68a-like	P GO:0050909 sensory perception of taste
LOC124617788	gustatory receptor 68a-like	C GO:0016020 membrane
LOC124617788	gustatory receptor 68a-like	P GO:0050909 sensory perception of taste
LOC124618104	putative gustatory receptor 2a	C GO:0016020 membrane
LOC124618104	putative gustatory receptor 2a	P GO:0050909 sensory perception of taste
LOC124618259	gustatory receptor 68a-like	C GO:0016020 membrane
LOC124618259	gustatory receptor 68a-like	P GO:0050909 sensory perception of taste
LOC124618412	craniofacial development protein 2-like	F GO:0003824 catalytic activity
LOC124621447	inversin-like isoform X1	F GO:0005515 protein binding
LOC124619043	uncharacterized protein LOC124619043	C GO:0016020 membrane
LOC124619043	uncharacterized protein LOC124619043	P GO:0050909 sensory perception of taste
LOC124594338	calcineurin-binding protein cabin-1-like	F GO:0005515 protein binding
LOC124594437	active breakpoint cluster region-related protein	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC124594437	active breakpoint cluster region-related protein	P GO:0007165 signal transduction
LOC124595318	protein obstructor-E-like	C GO:0005576 extracellular region
LOC124595318	protein obstructor-E-like	F GO:0008061 chitin binding
LOC124595574	hypothetical protein M0804_002967	C GO:0043005 neuron projection
LOC124595574	hypothetical protein M0804_002967	C GO:0045202 synapse
LOC124595821	uncharacterized protein LOC124595821	F GO:0005515 protein binding
LOC124597299	60S ribosomal protein L32	C GO:0005840 ribosome
LOC124597299	60S ribosomal protein L32	F GO:0003735 structural constituent of ribosome
LOC124597299	60S ribosomal protein L32	P GO:0006412 translation
LOC124598956	BTB/POZ domain-containing protein 3	F GO:0005515 protein binding
LOC124599686	peptidyl-prolyl cis-trans isomerase FKBP35-like	F GO:0005515 protein binding
LOC124600779	uncharacterized protein LOC124600779	C GO:0005634 nucleus
LOC124600779	uncharacterized protein LOC124600779	F GO:0003677 DNA binding
LOC124600779	uncharacterized protein LOC124600779	P GO:0006302 double-strand break repair
LOC124600779	uncharacterized protein LOC124600779	P GO:0006310 DNA recombination
LOC124601143	tubulin polyglutamylase TTLL5	P GO:0036211 protein modification process
LOC124601302	probable Rho GTPase-activating protein CG5521	F GO:0005096 GTPase activator activity
LOC124601302	probable Rho GTPase-activating protein CG5521	P GO:0051056 regulation of small GTPase mediated signal transduction
LOC124623173	LOW QUALITY PROTEIN: elongator complex protein 3-like	F GO:0003824 catalytic activity
LOC124623173	LOW QUALITY PROTEIN: elongator complex protein 3-like	F GO:0051536 iron-sulfur cluster binding
LOC124601929	NPC intracellular cholesterol transporter 2 homolog a	P GO:0032367 intracellular cholesterol transport
LOC124621526	kinesin-like protein KIF23	F GO:0003777 microtubule motor activity
LOC124621526	kinesin-like protein KIF23	F GO:0005524 ATP binding
LOC124621526	kinesin-like protein KIF23	F GO:0008017 microtubule binding
LOC124621526	kinesin-like protein KIF23	P GO:0007018 microtubule-based movement
LOC124620147	LOW QUALITY PROTEIN: uncharacterized protein LOC124620147	F GO:0003700 DNA-binding transcription factor activity
LOC124620147	LOW QUALITY PROTEIN: uncharacterized protein LOC124620147	P GO:0006355 regulation of DNA-templated transcription
LOC124621542	uncharacterized protein LOC124621542 isoform X2	F GO:0016491 oxidoreductase activity
LOC124623150	brachyurin-like	F GO:0004252 serine-type endopeptidase activity
LOC124623150	brachyurin-like	P GO:0006508 proteolysis
LOC124621604	protein couch potato-like	F GO:0003723 RNA binding
LOC124605304	uncharacterized protein LOC124605304 isoform X2	P GO:0005975 carbohydrate metabolic process
LOC124620491	uncharacterized protein LOC124620491	P GO:0005975 carbohydrate metabolic process
LOC124620651	uncharacterized protein LOC124620651	P GO:0005975 carbohydrate metabolic process
LOC124620811	uncharacterized protein LOC124620811	P GO:0005975 carbohydrate metabolic process
LOC124622679	maltase 2-like	P GO:0005975 carbohydrate metabolic process
LOC124607243	calmodulin-like protein 12	F GO:0005509 calcium ion binding
LOC124609441	mediator of RNA polymerase II transcription subunit 29 isoform X2	C GO:0016592 mediator complex
LOC124609284	spastin	F GO:0005524 ATP binding
LOC124609284	spastin	F GO:0008568 microtubule severing ATPase activity
LOC124609284	spastin	F GO:0016887 ATP hydrolysis activity
LOC124610693	probable maltase isoform X2	P GO:0005975 carbohydrate metabolic process
LOC124546505	WD repeat-containing protein 82-like	F GO:0005515 protein binding
LOC124612930	synaptic vesicular amine transporter	F GO:0022857 transmembrane transporter activity
LOC124612930	synaptic vesicular amine transporter	P GO:0055085 transmembrane transport
LOC124620971	uncharacterized protein LOC124620971	F GO:0005515 protein binding
LOC124621695	E3 ubiquitin-protein ligase RNF113A	F GO:0046872 metal ion binding
LOC124544657	U1 small nuclear ribonucleoprotein A-like	F GO:0003723 RNA binding
LOC124619345	Atlastin	F GO:0003924 GTPase activity
LOC124619345	Atlastin	F GO:0005525 GTP binding
LOC124619720	ras-related protein Rab-1A	F GO:0003924 GTPase activity
LOC124619720	ras-related protein Rab-1A	F GO:0005525 GTP binding
LOC124622025	AT-rich interactive domain-containing protein 4B-like	F GO:0003677 DNA binding
LOC124619871	hypothetical protein B566_EDAN008871	F GO:0016274 protein-arginine N-methyltransferase activity
LOC124619871	hypothetical protein B566_EDAN008871	P GO:0018216 peptidyl-arginine methylation
LOC124621657	exonuclease 3'-5' domain-containing protein 2	F GO:0003676 nucleic acid binding
LOC124621657	exonuclease 3'-5' domain-containing protein 2	F GO:0008408 3'-5' exonuclease activity
LOC124621657	exonuclease 3'-5' domain-containing protein 2	P GO:0006139 nucleobase-containing compound metabolic process
LOC124621869	E3 ubiquitin-protein ligase RNF25	F GO:0005515 protein binding
LOC124622426	atrial natriuretic peptide-converting enzyme	F GO:0004252 serine-type endopeptidase activity
LOC124622426	atrial natriuretic peptide-converting enzyme	F GO:0005515 protein binding
LOC124622426	atrial natriuretic peptide-converting enzyme	P GO:0006508 proteolysis
LOC124623335	unnamed protein product	F GO:0045296 cadherin binding
LOC124623335	unnamed protein product	P GO:0007155 cell adhesion
LOC124622995	uncharacterized protein LOC124622995	F GO:0003824 catalytic activity
LOC124553929	rab5 GDP/GTP exchange factor isoform X1	F GO:0005488 binding
LOC124555160	nitric oxide synthase, salivary gland	F GO:0005516 calmodulin binding
LOC124555160	nitric oxide synthase, salivary gland	F GO:0050661 NADP binding
LOC124555160	nitric oxide synthase, salivary gland	F GO:0010181 FMN binding
LOC124555160	nitric oxide synthase, salivary gland	F GO:0004517 nitric-oxide synthase activity
LOC124555160	nitric oxide synthase, salivary gland	F GO:0050660 flavin adenine dinucleotide binding
LOC124555160	nitric oxide synthase, salivary gland	P GO:0006809 nitric oxide biosynthetic process
LOC124555160	nitric oxide synthase, salivary gland	F GO:0020037 heme binding
LOC124621818	uncharacterized protein LOC124621818	F GO:0005549 odorant binding
LOC124623093	uncharacterized protein LOC124623093	F GO:0003824 catalytic activity
LOC124623192	DNA-dependent protein kinase catalytic subunit-like	F GO:0004677 DNA-dependent protein kinase activity
LOC124623192	DNA-dependent protein kinase catalytic subunit-like	C GO:0005634 nucleus
LOC124623192	DNA-dependent protein kinase catalytic subunit-like	F GO:0005515 protein binding
LOC124623192	DNA-dependent protein kinase catalytic subunit-like	P GO:0006303 double-strand break repair via nonhomologous end joining
LOC124560828	peroxisomal acyl-coenzyme A oxidase 3-like	F GO:0016627 oxidoreductase activity, acting on the CH-CH group of donors
LOC124623707	uncharacterized protein LOC124623707	C GO:0016020 membrane
LOC124623707	uncharacterized protein LOC124623707	F GO:0015276 ligand-gated monoatomic ion channel activity
LOC124621828	RWD domain-containing protein 4	F GO:0005515 protein binding
LOC124621837	TNF receptor-associated factor 4	F GO:0005515 protein binding
LOC124621837	TNF receptor-associated factor 4	F GO:0008270 zinc ion binding
LOC124621837	TNF receptor-associated factor 4	P GO:0007165 signal transduction
LOC124621837	TNF receptor-associated factor 4	P GO:0042981 regulation of apoptotic process
LOC124621846	probable DNA replication complex GINS protein PSF2	C GO:0005634 nucleus
LOC124621846	probable DNA replication complex GINS protein PSF2	P GO:0006260 DNA replication
LOC124563196	ras-related protein Rab-37-like isoform X1	F GO:0003924 GTPase activity
LOC124563196	ras-related protein Rab-37-like isoform X1	F GO:0005525 GTP binding
LOC124624022	cyclin-dependent kinase-like 4	F GO:0004672 protein kinase activity
LOC124624022	cyclin-dependent kinase-like 4	F GO:0005524 ATP binding
LOC124624022	cyclin-dependent kinase-like 4	P GO:0006468 protein phosphorylation
LOC124566468	WD repeat-containing protein 76-like	F GO:0005515 protein binding
LOC124624664	prolactin-releasing peptide receptor-like	C GO:0016020 membrane
LOC124624664	prolactin-releasing peptide receptor-like	F GO:0004930 G protein-coupled receptor activity
LOC124624664	prolactin-releasing peptide receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124624823	neuropeptide FF receptor 2-like, partial	C GO:0016020 membrane
LOC124624823	neuropeptide FF receptor 2-like, partial	F GO:0004930 G protein-coupled receptor activity
LOC124624823	neuropeptide FF receptor 2-like, partial	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124580863	signal recognition particle 14 kDa protein	F GO:0030942 endoplasmic reticulum signal peptide binding
LOC124580863	signal recognition particle 14 kDa protein	P GO:0006614 SRP-dependent cotranslational protein targeting to membrane
LOC124580863	signal recognition particle 14 kDa protein	F GO:0008312 7S RNA binding
LOC124580863	signal recognition particle 14 kDa protein	C GO:0005786 signal recognition particle, endoplasmic reticulum targeting
LOC124581692	translation initiation factor IF-2, mitochondrial	F GO:0003743 translation initiation factor activity
LOC124581692	translation initiation factor IF-2, mitochondrial	F GO:0003924 GTPase activity
LOC124581692	translation initiation factor IF-2, mitochondrial	F GO:0005525 GTP binding
LOC124581692	translation initiation factor IF-2, mitochondrial	P GO:0006413 translational initiation
LOC124624984	peripherin-2-like	C GO:0016020 membrane
LOC124582178	alpha-mannosidase 2	F GO:0004559 alpha-mannosidase activity
LOC124582178	alpha-mannosidase 2	P GO:0006013 mannose metabolic process
LOC124582178	alpha-mannosidase 2	F GO:0030246 carbohydrate binding
LOC124583376	guanine nucleotide-binding protein-like 1	F GO:0005525 GTP binding
LOC124621933	protein SREK1IP1-like	F GO:0003676 nucleic acid binding
LOC124621933	protein SREK1IP1-like	F GO:0008270 zinc ion binding
LOC124621941	adipocyte plasma membrane-associated protein-like	F GO:0016844 strictosidine synthase activity
LOC124621941	adipocyte plasma membrane-associated protein-like	P GO:0009058 biosynthetic process
LOC124621956	6-phosphogluconolactonase-like	F GO:0017057 6-phosphogluconolactonase activity
LOC124621956	6-phosphogluconolactonase-like	P GO:0005975 carbohydrate metabolic process
LOC124621956	6-phosphogluconolactonase-like	P GO:0006098 pentose-phosphate shunt
LOC124587459	TAR DNA-binding protein 43-like	F GO:0003723 RNA binding
LOC124621966	potassium channel subfamily T member 2	C GO:0016020 membrane
LOC124621966	potassium channel subfamily T member 2	P GO:0006813 potassium ion transport
LOC124593772	ATP-dependent DNA helicase Q4	F GO:0003676 nucleic acid binding
LOC124593772	ATP-dependent DNA helicase Q4	F GO:0004386 helicase activity
LOC124593772	ATP-dependent DNA helicase Q4	F GO:0005524 ATP binding
LOC124593772	ATP-dependent DNA helicase Q4	F GO:0008270 zinc ion binding
LOC124593772	ATP-dependent DNA helicase Q4	P GO:0006260 DNA replication
LOC124593772	ATP-dependent DNA helicase Q4	P GO:0006310 DNA recombination
LOC124625300	epidermal growth factor-like protein 8	F GO:0005515 protein binding
LOC124625770	hemicentin-1-like	F GO:0005515 protein binding
LOC124594393	UDP-glycosyltransferase UGT5-like isoform X2	F GO:0008194 UDP-glycosyltransferase activity
LOC124594509	hypothetical protein GEV33_014422	F GO:0004672 protein kinase activity
LOC124594509	hypothetical protein GEV33_014422	F GO:0005524 ATP binding
LOC124594509	hypothetical protein GEV33_014422	P GO:0006468 protein phosphorylation
LOC124594690	kelch-like protein 26 isoform X1	F GO:0005515 protein binding
LOC124594741	uncharacterized protein LOC124594741 isoform X1	C GO:0016020 membrane
LOC124622063	uncharacterized protein LOC124622063	C GO:0016020 membrane
LOC124594859	protein singles bar	C GO:0016020 membrane
LOC124544775	odorant receptor 83a-like	C GO:0016020 membrane
LOC124544775	odorant receptor 83a-like	F GO:0004984 olfactory receptor activity
LOC124544775	odorant receptor 83a-like	F GO:0005549 odorant binding
LOC124544775	odorant receptor 83a-like	P GO:0007608 sensory perception of smell
LOC124623468	odorant receptor 43a-like	C GO:0016020 membrane
LOC124623468	odorant receptor 43a-like	F GO:0004984 olfactory receptor activity
