Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC126465241	Cytochrome P450 6k1, partial	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126465241	Cytochrome P450 6k1, partial	F GO:0020037 heme binding
LOC126465277	DDB1- and CUL4-associated factor 7-like	F GO:0005515 protein binding
LOC126465294	calsenilin	F GO:0005509 calcium ion binding
LOC126465336	sulfite oxidase-like	F GO:0016491 oxidoreductase activity
LOC126465336	sulfite oxidase-like	F GO:0030151 molybdenum ion binding
LOC126465352	sulfite oxidase-like	F GO:0016491 oxidoreductase activity
LOC126459141	uncharacterized protein LOC126459141	F GO:0004601 peroxidase activity
LOC126459141	uncharacterized protein LOC126459141	F GO:0020037 heme binding
LOC126459141	uncharacterized protein LOC126459141	P GO:0006979 response to oxidative stress
LOC126465421	cytochrome c oxidase assembly protein COX15 homolog	C GO:0016020 membrane
LOC126465421	cytochrome c oxidase assembly protein COX15 homolog	F GO:0016653 oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
LOC126465421	cytochrome c oxidase assembly protein COX15 homolog	P GO:0006784 heme A biosynthetic process
LOC126465405	integral membrane protein GPR180	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126465405	integral membrane protein GPR180	P GO:0019236 response to pheromone
LOC126465478	39S ribosomal protein L19, mitochondrial	C GO:0005840 ribosome
LOC126465478	39S ribosomal protein L19, mitochondrial	F GO:0003735 structural constituent of ribosome
LOC126465478	39S ribosomal protein L19, mitochondrial	P GO:0006412 translation
LOC126465494	meiotic recombination protein REC8 homolog	F GO:0005515 protein binding
LOC126465536	microsomal glutathione S-transferase 1-like	C GO:0016020 membrane
LOC126465552	microsomal glutathione S-transferase 1-like	C GO:0016020 membrane
LOC126459299	piwi-like protein Siwi	F GO:0003723 RNA binding
LOC126459299	piwi-like protein Siwi	F GO:0005515 protein binding
LOC126465622	UDP-N-acetylglucosamine transferase subunit ALG14 homolog	P GO:0006488 dolichol-linked oligosaccharide biosynthetic process
LOC126465605	protein TFG-like	F GO:0005515 protein binding
LOC126465730	beta-1,3-glucosyltransferase isoform X1	C GO:0016020 membrane
LOC126465730	beta-1,3-glucosyltransferase isoform X1	F GO:0016757 glycosyltransferase activity
LOC126457205	uncharacterized protein LOC126457205	C GO:0016020 membrane
LOC126457205	uncharacterized protein LOC126457205	F GO:0008083 growth factor activity
LOC126465823	odorant receptor 43a-like	C GO:0016020 membrane
LOC126465823	odorant receptor 43a-like	F GO:0004984 olfactory receptor activity
LOC126465823	odorant receptor 43a-like	F GO:0005549 odorant binding
LOC126465823	odorant receptor 43a-like	P GO:0007608 sensory perception of smell
LOC126459782	uncharacterized protein LOC126459782	C GO:0016020 membrane
LOC126459782	uncharacterized protein LOC126459782	F GO:0004984 olfactory receptor activity
LOC126459782	uncharacterized protein LOC126459782	F GO:0005549 odorant binding
LOC126459782	uncharacterized protein LOC126459782	P GO:0007608 sensory perception of smell
LOC126459944	odorant receptor coreceptor-like	C GO:0016020 membrane
LOC126459944	odorant receptor coreceptor-like	F GO:0004984 olfactory receptor activity
LOC126459944	odorant receptor coreceptor-like	F GO:0005549 odorant binding
LOC126459944	odorant receptor coreceptor-like	P GO:0007608 sensory perception of smell
LOC126465897	protein singles bar	C GO:0016020 membrane
LOC126465926	uncharacterized protein LOC126465926	C GO:0016020 membrane
LOC126465952	uncharacterized protein LOC124785867 isoform X1	C GO:0016020 membrane
LOC126465978	unnamed protein product	F GO:0005515 protein binding
LOC126466014	nuclear receptor-binding protein homolog isoform X1	F GO:0004672 protein kinase activity
LOC126466014	nuclear receptor-binding protein homolog isoform X1	F GO:0005524 ATP binding
LOC126466014	nuclear receptor-binding protein homolog isoform X1	P GO:0006468 protein phosphorylation
LOC126460424	protein sidekick-2-like	F GO:0005515 protein binding
LOC126460578	epidermal growth factor-like protein 8	F GO:0005515 protein binding
LOC126466191	ATP-dependent DNA helicase Q4	F GO:0003676 nucleic acid binding
LOC126466191	ATP-dependent DNA helicase Q4	F GO:0008270 zinc ion binding
LOC126460736	organic cation transporter protein-like, partial	C GO:0016020 membrane
LOC126460736	organic cation transporter protein-like, partial	F GO:0022857 transmembrane transporter activity
LOC126460736	organic cation transporter protein-like, partial	P GO:0055085 transmembrane transport
LOC126460891	potassium channel subfamily T member 2	C GO:0016020 membrane
LOC126460891	potassium channel subfamily T member 2	P GO:0006813 potassium ion transport
LOC126466356	TAR DNA-binding protein 43-like	F GO:0003723 RNA binding
LOC126466435	6-phosphogluconolactonase	F GO:0017057 6-phosphogluconolactonase activity
LOC126466435	6-phosphogluconolactonase	P GO:0005975 carbohydrate metabolic process
LOC126466435	6-phosphogluconolactonase	P GO:0006098 pentose-phosphate shunt
LOC126466399	adipocyte plasma membrane-associated protein Hemomucin-like	F GO:0016844 strictosidine synthase activity
LOC126466399	adipocyte plasma membrane-associated protein Hemomucin-like	P GO:0009058 biosynthetic process
LOC126466451	protein SREK1IP1-like	F GO:0003676 nucleic acid binding
LOC126466451	protein SREK1IP1-like	F GO:0008270 zinc ion binding
LOC126466382	guanine nucleotide-binding protein-like 1	F GO:0005525 GTP binding
LOC126466493	alpha-mannosidase 2	F GO:0004559 alpha-mannosidase activity
LOC126466493	alpha-mannosidase 2	P GO:0006013 mannose metabolic process
LOC126466493	alpha-mannosidase 2	F GO:0030246 carbohydrate binding
LOC126461204	peripherin-2-like	C GO:0016020 membrane
LOC126466530	translation initiation factor IF-2, mitochondrial	F GO:0003743 translation initiation factor activity
LOC126466530	translation initiation factor IF-2, mitochondrial	F GO:0003924 GTPase activity
LOC126466530	translation initiation factor IF-2, mitochondrial	F GO:0005525 GTP binding
LOC126466530	translation initiation factor IF-2, mitochondrial	P GO:0006413 translational initiation
LOC126466546	signal recognition particle 14 kDa protein	F GO:0030942 endoplasmic reticulum signal peptide binding
LOC126466546	signal recognition particle 14 kDa protein	P GO:0006614 SRP-dependent cotranslational protein targeting to membrane
LOC126466546	signal recognition particle 14 kDa protein	F GO:0008312 7S RNA binding
LOC126466546	signal recognition particle 14 kDa protein	C GO:0005786 signal recognition particle, endoplasmic reticulum targeting
LOC126461519	substance-P receptor-like	C GO:0016020 membrane
LOC126461519	substance-P receptor-like	F GO:0004930 G protein-coupled receptor activity
LOC126461519	substance-P receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126461835	prolactin-releasing peptide receptor-like	C GO:0016020 membrane
LOC126461835	prolactin-releasing peptide receptor-like	F GO:0004930 G protein-coupled receptor activity
LOC126461835	prolactin-releasing peptide receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126466663	WD repeat-containing protein 76-like	F GO:0005515 protein binding
LOC126462307	protein mago nashi	C GO:0035145 exon-exon junction complex
LOC126462307	protein mago nashi	P GO:0008380 RNA splicing
LOC126462780	cyclin-dependent kinase-like 1	F GO:0004672 protein kinase activity
LOC126462780	cyclin-dependent kinase-like 1	F GO:0005524 ATP binding
LOC126462780	cyclin-dependent kinase-like 1	P GO:0006468 protein phosphorylation
LOC126466830	unnamed protein product	F GO:0003924 GTPase activity
LOC126466830	unnamed protein product	F GO:0005525 GTP binding
LOC126463402	uncharacterized protein LOC126463402	F GO:0000287 magnesium ion binding
LOC126463402	uncharacterized protein LOC126463402	F GO:0004749 ribose phosphate diphosphokinase activity
LOC126463402	uncharacterized protein LOC126463402	P GO:0009165 nucleotide biosynthetic process
LOC126457228	probable DNA replication complex GINS protein PSF2	C GO:0005634 nucleus
LOC126457228	probable DNA replication complex GINS protein PSF2	P GO:0006260 DNA replication
LOC126466867	TNF receptor-associated factor 4 isoform X2	F GO:0008270 zinc ion binding
LOC126466903	RWD domain-containing protein 4	F GO:0005515 protein binding
LOC126463558	uncharacterized protein LOC126463558	C GO:0016020 membrane
LOC126463558	uncharacterized protein LOC126463558	F GO:0015276 ligand-gated monoatomic ion channel activity
LOC126466919	peroxisomal acyl-coenzyme A oxidase 3-like	F GO:0016627 oxidoreductase activity, acting on the CH-CH group of donors
LOC126463715	DNA-dependent protein kinase catalytic subunit-like	F GO:0004677 DNA-dependent protein kinase activity
LOC126463715	DNA-dependent protein kinase catalytic subunit-like	C GO:0005634 nucleus
LOC126463715	DNA-dependent protein kinase catalytic subunit-like	F GO:0005515 protein binding
LOC126463715	DNA-dependent protein kinase catalytic subunit-like	P GO:0006303 double-strand break repair via nonhomologous end joining
LOC126457235	uncharacterized protein LOC126457235	F GO:0005549 odorant binding
LOC126457240	tachykinin-like peptides receptor 86C	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126457240	tachykinin-like peptides receptor 86C	C GO:0016020 membrane
LOC126457240	tachykinin-like peptides receptor 86C	F GO:0004983 neuropeptide Y receptor activity
LOC126467134	nitric oxide synthase, salivary gland	F GO:0005516 calmodulin binding
LOC126467134	nitric oxide synthase, salivary gland	F GO:0050661 NADP binding
LOC126467134	nitric oxide synthase, salivary gland	F GO:0010181 FMN binding
LOC126467134	nitric oxide synthase, salivary gland	F GO:0004517 nitric-oxide synthase activity
LOC126467134	nitric oxide synthase, salivary gland	F GO:0050660 flavin adenine dinucleotide binding
LOC126467134	nitric oxide synthase, salivary gland	P GO:0006809 nitric oxide biosynthetic process
LOC126467134	nitric oxide synthase, salivary gland	F GO:0020037 heme binding
LOC126467150	methionine aminopeptidase 2-like	F GO:0070006 metalloaminopeptidase activity
LOC126467150	methionine aminopeptidase 2-like	P GO:0006508 proteolysis
LOC126467192	armadillo segment polarity protein	F GO:0045296 cadherin binding
LOC126467192	armadillo segment polarity protein	P GO:0007155 cell adhesion
LOC126467286	atrial natriuretic peptide-converting enzyme	F GO:0004252 serine-type endopeptidase activity
LOC126467286	atrial natriuretic peptide-converting enzyme	F GO:0005515 protein binding
LOC126467286	atrial natriuretic peptide-converting enzyme	P GO:0006508 proteolysis
LOC126467381	E3 ubiquitin-protein ligase RNF25	F GO:0005515 protein binding
LOC126467397	exonuclease 3'-5' domain-containing protein 2	F GO:0003676 nucleic acid binding
LOC126467397	exonuclease 3'-5' domain-containing protein 2	F GO:0008408 3'-5' exonuclease activity
LOC126467397	exonuclease 3'-5' domain-containing protein 2	P GO:0006139 nucleobase-containing compound metabolic process
LOC126467535	hypothetical protein B566_EDAN008871	F GO:0016274 protein-arginine N-methyltransferase activity
LOC126467535	hypothetical protein B566_EDAN008871	P GO:0018216 peptidyl-arginine methylation
LOC126467581	ras-related protein Rab-1A	F GO:0003924 GTPase activity
LOC126467581	ras-related protein Rab-1A	F GO:0005525 GTP binding
LOC126467597	Atlastin	F GO:0003924 GTPase activity
LOC126467597	Atlastin	F GO:0005525 GTP binding
LOC126457263	U1 small nuclear ribonucleoprotein A-like	F GO:0003723 RNA binding
LOC126467776	E3 ubiquitin-protein ligase RNF113A	F GO:0046872 metal ion binding
LOC126457274	uncharacterized protein LOC126457274	F GO:0005515 protein binding
LOC126467915	synaptic vesicular amine transporter	F GO:0022857 transmembrane transporter activity
LOC126467915	synaptic vesicular amine transporter	P GO:0055085 transmembrane transport
LOC126457282	WD repeat-containing protein 82-like	F GO:0005515 protein binding
LOC126468060	probable maltase	P GO:0005975 carbohydrate metabolic process
LOC126468076	spastin isoform X2	C GO:0005694 chromosome
LOC126468076	spastin isoform X2	C GO:0005813 centrosome
LOC126468076	spastin isoform X2	C GO:0008021 synaptic vesicle
LOC126468076	spastin isoform X2	C GO:0031594 neuromuscular junction
LOC126468076	spastin isoform X2	C GO:0043195 terminal bouton
LOC126468076	spastin isoform X2	F GO:0008017 microtubule binding
LOC126468076	spastin isoform X2	F GO:0008568 microtubule severing ATPase activity
LOC126468076	spastin isoform X2	P GO:0000070 mitotic sister chromatid segregation
LOC126468076	spastin isoform X2	P GO:0007026 negative regulation of microtubule depolymerization
LOC126468076	spastin isoform X2	P GO:0007626 locomotory behavior
LOC126468076	spastin isoform X2	P GO:0031117 positive regulation of microtubule depolymerization
LOC126468076	spastin isoform X2	P GO:0035099 hemocyte migration
LOC126468076	spastin isoform X2	P GO:0045834 positive regulation of lipid metabolic process
LOC126468076	spastin isoform X2	P GO:0045886 negative regulation of synaptic assembly at neuromuscular junction
LOC126468076	spastin isoform X2	P GO:0045887 positive regulation of synaptic assembly at neuromuscular junction
LOC126468076	spastin isoform X2	P GO:0048691 positive regulation of axon extension involved in regeneration
LOC126468076	spastin isoform X2	P GO:0050775 positive regulation of dendrite morphogenesis
LOC126468076	spastin isoform X2	P GO:0051013 microtubule severing
LOC126468076	spastin isoform X2	P GO:1900074 negative regulation of neuromuscular synaptic transmission
LOC126468076	spastin isoform X2	P GO:1900075 positive regulation of neuromuscular synaptic transmission
LOC126468076	spastin isoform X2	P GO:2000331 regulation of terminal button organization
LOC126468129	mediator of RNA polymerase II transcription subunit 29 isoform X2	C GO:0016592 mediator complex
LOC126468160	calmodulin-like protein 12	F GO:0005509 calcium ion binding
LOC126465611	maltase 2-like	P GO:0005975 carbohydrate metabolic process
LOC126468197	maltase 2-like	P GO:0005975 carbohydrate metabolic process
LOC126465766	maltase 2-like	P GO:0005975 carbohydrate metabolic process
LOC126465925	uncharacterized protein LOC126465925	P GO:0005975 carbohydrate metabolic process
LOC126466081	uncharacterized protein LOC126466081	P GO:0005975 carbohydrate metabolic process
LOC126457291	protein couch potato-like isoform X3	F GO:0003723 RNA binding
LOC126457298	brachyurin-like	F GO:0004252 serine-type endopeptidase activity
LOC126457298	brachyurin-like	P GO:0006508 proteolysis
LOC126468312	uncharacterized protein LOC126468312 isoform X2	F GO:0016491 oxidoreductase activity
LOC126466238	LOW QUALITY PROTEIN: CCAAT/enhancer-binding protein delta	F GO:0003700 DNA-binding transcription factor activity
LOC126466238	LOW QUALITY PROTEIN: CCAAT/enhancer-binding protein delta	P GO:0006355 regulation of DNA-templated transcription
LOC126468348	kinesin-like protein KIF23	F GO:0003777 microtubule motor activity
LOC126468348	kinesin-like protein KIF23	F GO:0005524 ATP binding
LOC126468348	kinesin-like protein KIF23	F GO:0008017 microtubule binding
LOC126468348	kinesin-like protein KIF23	P GO:0007018 microtubule-based movement
LOC126468364	NPC intracellular cholesterol transporter 2 homolog a	P GO:0032367 intracellular cholesterol transport
LOC126457312	LOW QUALITY PROTEIN: elongator complex protein 3-like	F GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups
