Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC126337834	cytoplasmic dynein 2 intermediate chain 1	F GO:0005515 protein binding
LOC126329804	brachyurin-like	F GO:0004252 serine-type endopeptidase activity
LOC126329804	brachyurin-like	P GO:0006508 proteolysis
LOC126337896	protein couch potato	C GO:0043229 intracellular organelle
LOC126337896	protein couch potato	F GO:0003723 RNA binding
LOC126337896	protein couch potato	F GO:0008270 zinc ion binding
LOC126337999	titin homolog isoform X5	P GO:0005975 carbohydrate metabolic process
LOC126339955	uncharacterized protein LOC126339955	P GO:0005975 carbohydrate metabolic process
LOC126340110	uncharacterized protein LOC126340110	P GO:0005975 carbohydrate metabolic process
LOC126340263	uncharacterized protein LOC126340263	P GO:0005975 carbohydrate metabolic process
LOC126338025	maltase 2-like	P GO:0005975 carbohydrate metabolic process
LOC126338041	calmodulin-like protein 12	F GO:0005509 calcium ion binding
LOC126338109	mediator of RNA polymerase II transcription subunit 29 isoform X1	C GO:0016592 mediator complex
LOC126338067	spastin isoform X2	C GO:0005694 chromosome
LOC126338067	spastin isoform X2	C GO:0005813 centrosome
LOC126338067	spastin isoform X2	C GO:0008021 synaptic vesicle
LOC126338067	spastin isoform X2	C GO:0016020 membrane
LOC126338067	spastin isoform X2	C GO:0031594 neuromuscular junction
LOC126338067	spastin isoform X2	C GO:0043195 terminal bouton
LOC126338067	spastin isoform X2	F GO:0008017 microtubule binding
LOC126338067	spastin isoform X2	F GO:0008568 microtubule severing ATPase activity
LOC126338067	spastin isoform X2	P GO:0000070 mitotic sister chromatid segregation
LOC126338067	spastin isoform X2	P GO:0007026 negative regulation of microtubule depolymerization
LOC126338067	spastin isoform X2	P GO:0007626 locomotory behavior
LOC126338067	spastin isoform X2	P GO:0031117 positive regulation of microtubule depolymerization
LOC126338067	spastin isoform X2	P GO:0035099 hemocyte migration
LOC126338067	spastin isoform X2	P GO:0045834 positive regulation of lipid metabolic process
LOC126338067	spastin isoform X2	P GO:0045886 negative regulation of synaptic assembly at neuromuscular junction
LOC126338067	spastin isoform X2	P GO:0045887 positive regulation of synaptic assembly at neuromuscular junction
LOC126338067	spastin isoform X2	P GO:0048691 positive regulation of axon extension involved in regeneration
LOC126338067	spastin isoform X2	P GO:0050775 positive regulation of dendrite morphogenesis
LOC126338067	spastin isoform X2	P GO:0051013 microtubule severing
LOC126338067	spastin isoform X2	P GO:1900074 negative regulation of neuromuscular synaptic transmission
LOC126338067	spastin isoform X2	P GO:1900075 positive regulation of neuromuscular synaptic transmission
LOC126338067	spastin isoform X2	P GO:2000331 regulation of terminal button organization
LOC126338145	probable maltase	P GO:0005975 carbohydrate metabolic process
LOC126338161	WD repeat-containing protein 82	F GO:0005515 protein binding
LOC126338336	synaptic vesicular amine transporter	F GO:0022857 transmembrane transporter activity
LOC126338336	synaptic vesicular amine transporter	P GO:0055085 transmembrane transport
LOC126334961	uncharacterized protein LOC126334961	F GO:0005515 protein binding
LOC126338450	E3 ubiquitin-protein ligase RNF113A	F GO:0046872 metal ion binding
LOC126338575	atlastin-like isoform X1	F GO:0003924 GTPase activity
LOC126338575	atlastin-like isoform X1	F GO:0005525 GTP binding
LOC126338632	ras-related protein Rab-1A	F GO:0003924 GTPase activity
LOC126338632	ras-related protein Rab-1A	F GO:0005525 GTP binding
LOC126338648	AT-rich interactive domain-containing protein 4B-like	F GO:0003677 DNA binding
LOC126338664	hypothetical protein B566_EDAN008871	F GO:0016274 protein-arginine N-methyltransferase activity
LOC126338664	hypothetical protein B566_EDAN008871	P GO:0018216 peptidyl-arginine methylation
LOC126338861	elongin-B isoform X1	F GO:0005515 protein binding
LOC126338887	exonuclease 3'-5' domain-containing protein 2	F GO:0003676 nucleic acid binding
LOC126338887	exonuclease 3'-5' domain-containing protein 2	F GO:0008408 3'-5' exonuclease activity
LOC126338887	exonuclease 3'-5' domain-containing protein 2	P GO:0006139 nucleobase-containing compound metabolic process
LOC126338913	E3 ubiquitin-protein ligase RNF25	F GO:0005515 protein binding
LOC126338987	atrial natriuretic peptide-converting enzyme	F GO:0004252 serine-type endopeptidase activity
LOC126338987	atrial natriuretic peptide-converting enzyme	F GO:0005515 protein binding
LOC126338987	atrial natriuretic peptide-converting enzyme	P GO:0006508 proteolysis
LOC126339094	armadillo segment polarity protein isoform X1	F GO:0045296 cadherin binding
LOC126339094	armadillo segment polarity protein isoform X1	P GO:0007155 cell adhesion
LOC126339203	rab5 GDP/GTP exchange factor	F GO:0005488 binding
LOC126339265	hypothetical protein HZH66_004520	F GO:0004517 nitric-oxide synthase activity
LOC126339265	hypothetical protein HZH66_004520	F GO:0010181 FMN binding
LOC126339265	hypothetical protein HZH66_004520	P GO:0006809 nitric oxide biosynthetic process
LOC126341035	tachykinin-like peptides receptor 86C	C GO:0016020 membrane
LOC126341035	tachykinin-like peptides receptor 86C	F GO:0004930 G protein-coupled receptor activity
LOC126341035	tachykinin-like peptides receptor 86C	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126341713	cytochrome c oxidase subunit 6A1, mitochondrial-like	C GO:0005751 obsolete mitochondrial respiratory chain complex IV
LOC126339307	uncharacterized protein LOC126339307	F GO:0005549 odorant binding
LOC126341345	DNA-dependent protein kinase catalytic subunit-like	F GO:0004677 DNA-dependent protein kinase activity
LOC126341345	DNA-dependent protein kinase catalytic subunit-like	C GO:0005634 nucleus
LOC126341345	DNA-dependent protein kinase catalytic subunit-like	F GO:0005515 protein binding
LOC126341345	DNA-dependent protein kinase catalytic subunit-like	P GO:0006303 double-strand break repair via nonhomologous end joining
LOC126339492	peroxisomal acyl-coenzyme A oxidase 3-like	F GO:0016627 oxidoreductase activity, acting on the CH-CH group of donors
LOC126341660	glutamate receptor ionotropic, delta-2-like	C GO:0016020 membrane
LOC126341660	glutamate receptor ionotropic, delta-2-like	F GO:0015276 ligand-gated monoatomic ion channel activity
LOC126339548	RWD domain-containing protein 4	F GO:0005515 protein binding
LOC126339564	TNF receptor-associated factor 4 isoform X1	F GO:0005515 protein binding
LOC126339564	TNF receptor-associated factor 4 isoform X1	F GO:0008270 zinc ion binding
LOC126339564	TNF receptor-associated factor 4 isoform X1	P GO:0007165 signal transduction
LOC126339564	TNF receptor-associated factor 4 isoform X1	P GO:0042981 regulation of apoptotic process
LOC126339580	probable DNA replication complex GINS protein PSF2	C GO:0005634 nucleus
LOC126339580	probable DNA replication complex GINS protein PSF2	P GO:0006260 DNA replication
LOC126339596	ras-related protein Rab-37	F GO:0003924 GTPase activity
LOC126339596	ras-related protein Rab-37	F GO:0005525 GTP binding
LOC126339814	cyclin-dependent kinase-like 4	F GO:0004672 protein kinase activity
LOC126339814	cyclin-dependent kinase-like 4	F GO:0005524 ATP binding
LOC126339814	cyclin-dependent kinase-like 4	P GO:0006468 protein phosphorylation
LOC126339912	protein mago nashi homolog	C GO:0035145 exon-exon junction complex
LOC126339912	protein mago nashi homolog	P GO:0008380 RNA splicing
LOC126339928	WD repeat-containing protein 76-like	F GO:0005515 protein binding
LOC126339987	prolactin-releasing peptide receptor-like	C GO:0016020 membrane
LOC126339987	prolactin-releasing peptide receptor-like	F GO:0004930 G protein-coupled receptor activity
LOC126339987	prolactin-releasing peptide receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126340442	signal recognition particle 14 kDa protein	F GO:0030942 endoplasmic reticulum signal peptide binding
LOC126340442	signal recognition particle 14 kDa protein	P GO:0006614 SRP-dependent cotranslational protein targeting to membrane
LOC126340442	signal recognition particle 14 kDa protein	F GO:0008312 7S RNA binding
LOC126340442	signal recognition particle 14 kDa protein	C GO:0005786 signal recognition particle, endoplasmic reticulum targeting
LOC126340484	translation initiation factor IF-2, mitochondrial	F GO:0003743 translation initiation factor activity
LOC126340484	translation initiation factor IF-2, mitochondrial	F GO:0003924 GTPase activity
LOC126340484	translation initiation factor IF-2, mitochondrial	F GO:0005525 GTP binding
LOC126340484	translation initiation factor IF-2, mitochondrial	P GO:0006413 translational initiation
LOC126342131	peripherin-2-like	C GO:0016020 membrane
LOC126340516	alpha-mannosidase 2	P GO:0005975 carbohydrate metabolic process
LOC126340542	guanine nucleotide-binding protein-like 1	F GO:0005525 GTP binding
LOC126340591	protein SREK1IP1-like	F GO:0003676 nucleic acid binding
LOC126340591	protein SREK1IP1-like	F GO:0008270 zinc ion binding
LOC126340575	adipocyte plasma membrane-associated protein Hemomucin-like	F GO:0016844 strictosidine synthase activity
LOC126340575	adipocyte plasma membrane-associated protein Hemomucin-like	P GO:0009058 biosynthetic process
LOC126340607	XP_049776723.1 6-phosphogluconolactonase	F GO:0017057 6-phosphogluconolactonase activity
LOC126340607	XP_049776723.1 6-phosphogluconolactonase	P GO:0005975 carbohydrate metabolic process
LOC126340607	XP_049776723.1 6-phosphogluconolactonase	P GO:0006098 pentose-phosphate shunt
LOC126340623	TAR DNA-binding protein 43-like isoform X1	F GO:0003723 RNA binding
LOC126340649	potassium channel subfamily T member 2	C GO:0016020 membrane
LOC126340649	potassium channel subfamily T member 2	P GO:0006813 potassium ion transport
LOC126340665	organic cation transporter protein-like	C GO:0016020 membrane
LOC126340665	organic cation transporter protein-like	F GO:0022857 transmembrane transporter activity
LOC126340665	organic cation transporter protein-like	P GO:0055085 transmembrane transport
LOC126341081	ATP-dependent DNA helicase Q4	F GO:0003676 nucleic acid binding
LOC126341081	ATP-dependent DNA helicase Q4	F GO:0004386 helicase activity
LOC126341081	ATP-dependent DNA helicase Q4	F GO:0005524 ATP binding
LOC126341081	ATP-dependent DNA helicase Q4	F GO:0008270 zinc ion binding
LOC126341081	ATP-dependent DNA helicase Q4	P GO:0006310 DNA recombination
LOC126341133	epidermal growth factor-like protein 8 isoform X1	F GO:0005515 protein binding
LOC126342753	neural cell adhesion molecule 1-like	F GO:0005515 protein binding
LOC126342910	uncharacterized protein LOC126342910	C GO:0016020 membrane
LOC126342910	uncharacterized protein LOC126342910	P GO:0050909 sensory perception of taste
LOC126341237	UDP-glycosyltransferase UGT5-like isoform X1	F GO:0008194 UDP-glycosyltransferase activity
LOC126341356	nuclear receptor-binding protein homolog isoform X1	F GO:0004672 protein kinase activity
LOC126341356	nuclear receptor-binding protein homolog isoform X1	F GO:0005524 ATP binding
LOC126341356	nuclear receptor-binding protein homolog isoform X1	P GO:0006468 protein phosphorylation
LOC126341299	kelch-like protein 26 isoform X2	F GO:0005515 protein binding
LOC126341392	uncharacterized protein LOC126341392 isoform X1	C GO:0016020 membrane
LOC126341418	uncharacterized protein LOC126171440	C GO:0016020 membrane
LOC126341450	protein singles bar	C GO:0016020 membrane
LOC126341556	abnormal spindle-like microcephaly-associated protein homolog	F GO:0005515 protein binding
LOC126343383	odorant receptor 43a-like	C GO:0016020 membrane
LOC126343383	odorant receptor 43a-like	F GO:0004984 olfactory receptor activity
LOC126343383	odorant receptor 43a-like	F GO:0005549 odorant binding
LOC126343383	odorant receptor 43a-like	P GO:0007608 sensory perception of smell
LOC126343540	odorant receptor 43a-like	C GO:0016020 membrane
LOC126343540	odorant receptor 43a-like	F GO:0004984 olfactory receptor activity
LOC126343540	odorant receptor 43a-like	F GO:0005549 odorant binding
LOC126343540	odorant receptor 43a-like	P GO:0007608 sensory perception of smell
LOC126341697	carboxypeptidase M isoform X1	F GO:0004180 carboxypeptidase activity
LOC126341744	organic cation transporter protein-like isoform X1	C GO:0016020 membrane
LOC126341744	organic cation transporter protein-like isoform X1	F GO:0022857 transmembrane transporter activity
LOC126341744	organic cation transporter protein-like isoform X1	P GO:0055085 transmembrane transport
LOC126341821	protein TFG-like	F GO:0005515 protein binding
LOC126341837	UDP-N-acetylglucosamine transferase subunit ALG14 homolog	P GO:0006488 dolichol-linked oligosaccharide biosynthetic process
LOC126343696	melanopsin-like	C GO:0016020 membrane
LOC126343696	melanopsin-like	F GO:0004930 G protein-coupled receptor activity
LOC126343696	melanopsin-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126343696	melanopsin-like	P GO:0007601 visual perception
LOC126341869	glucose dehydrogenase [FAD, quinone]-like	F GO:0016614 oxidoreductase activity, acting on CH-OH group of donors
LOC126341869	glucose dehydrogenase [FAD, quinone]-like	F GO:0050660 flavin adenine dinucleotide binding
LOC126342040	39S ribosomal protein L20, mitochondrial	C GO:0005840 ribosome
LOC126342040	39S ribosomal protein L20, mitochondrial	F GO:0003735 structural constituent of ribosome
LOC126342040	39S ribosomal protein L20, mitochondrial	F GO:0019843 rRNA binding
LOC126342040	39S ribosomal protein L20, mitochondrial	P GO:0006412 translation
LOC126341927	putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	F GO:0008168 methyltransferase activity
LOC126341927	putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	P GO:0032259 methylation
LOC126341963	putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	F GO:0008168 methyltransferase activity
LOC126341963	putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	P GO:0032259 methylation
LOC126341885	regulator of G-protein signaling 11	P GO:0008277 regulation of G protein-coupled receptor signaling pathway
LOC126341885	regulator of G-protein signaling 11	P GO:0035556 intracellular signal transduction
LOC126342056	peptidoglycan-recognition protein SA-like	F GO:0008745 N-acetylmuramoyl-L-alanine amidase activity
LOC126342056	peptidoglycan-recognition protein SA-like	F GO:0042834 peptidoglycan binding
LOC126342056	peptidoglycan-recognition protein SA-like	P GO:0009253 peptidoglycan catabolic process
LOC126342056	peptidoglycan-recognition protein SA-like	P GO:0045087 innate immune response
LOC126342072	progestin and adipoQ receptor family member 4 isoform X1	C GO:0016020 membrane
LOC126342088	F-box only protein 9	F GO:0005515 protein binding
LOC126342104	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126342120	ATP-binding cassette sub-family C member 10 isoform X1	C GO:0016020 membrane
LOC126342120	ATP-binding cassette sub-family C member 10 isoform X1	F GO:0005524 ATP binding
LOC126342147	ankyrin-1-like isoform X1	F GO:0005515 protein binding
LOC126342183	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like	F GO:0005515 protein binding
