Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC124788969	4-hydroxyphenylpyruvate dioxygenase	F GO:0003868 4-hydroxyphenylpyruvate dioxygenase activity
LOC124789301	huntingtin-interacting protein 1	F GO:0003779 actin binding
LOC124789301	huntingtin-interacting protein 1	F GO:0005543 phospholipid binding
LOC124784187	protein yippee-like 2 isoform X1	C GO:0016020 membrane
LOC124784187	protein yippee-like 2 isoform X1	F GO:0046872 metal ion binding
LOC124796185	uncharacterized protein LOC124796185	F GO:0004623 phospholipase A2 activity
LOC124796185	uncharacterized protein LOC124796185	P GO:0006644 phospholipid metabolic process
LOC124796185	uncharacterized protein LOC124796185	P GO:0050482 arachidonate secretion
LOC124795282	putative phospholipase B-like lamina ancestor isoform X1	F GO:0004620 phospholipase activity
LOC124802618	putative phospholipase B-like 2	F GO:0004620 phospholipase activity
LOC124801216	39S ribosomal protein L50, mitochondrial	C GO:0005739 mitochondrion
LOC124801200	mediator of RNA polymerase II transcription subunit 13	C GO:0016592 mediator complex
LOC124801200	mediator of RNA polymerase II transcription subunit 13	F GO:0003712 transcription coregulator activity
LOC124801200	mediator of RNA polymerase II transcription subunit 13	P GO:0006357 regulation of transcription by RNA polymerase II
LOC124801834	uncharacterized protein LOC124801834	F GO:0005515 protein binding
LOC124803348	DNA polymerase theta	F GO:0005524 ATP binding
LOC124803348	DNA polymerase theta	F GO:0003677 DNA binding
LOC124803348	DNA polymerase theta	F GO:0003887 DNA-directed DNA polymerase activity
LOC124803348	DNA polymerase theta	P GO:0006261 DNA-templated DNA replication
LOC124791102	PRKR-interacting protein 1 homolog	F GO:0003725 double-stranded RNA binding
LOC124784259	G protein-coupled receptor kinase 1	F GO:0005524 ATP binding
LOC124784259	G protein-coupled receptor kinase 1	F GO:0004703 G protein-coupled receptor kinase activity
LOC124784259	G protein-coupled receptor kinase 1	P GO:0007165 signal transduction
LOC124784259	G protein-coupled receptor kinase 1	P GO:0006468 protein phosphorylation
LOC124797092	LOW QUALITY PROTEIN: lysosomal alpha-mannosidase-like	F GO:0004559 alpha-mannosidase activity
LOC124797092	LOW QUALITY PROTEIN: lysosomal alpha-mannosidase-like	P GO:0006013 mannose metabolic process
LOC124797092	LOW QUALITY PROTEIN: lysosomal alpha-mannosidase-like	F GO:0030246 carbohydrate binding
LOC124795556	lysosomal alpha-mannosidase-like	F GO:0004559 alpha-mannosidase activity
LOC124795556	lysosomal alpha-mannosidase-like	P GO:0006013 mannose metabolic process
LOC124795556	lysosomal alpha-mannosidase-like	F GO:0030246 carbohydrate binding
LOC124783390	lysosomal alpha-mannosidase-like	F GO:0004559 alpha-mannosidase activity
LOC124783390	lysosomal alpha-mannosidase-like	P GO:0006013 mannose metabolic process
LOC124783390	lysosomal alpha-mannosidase-like	F GO:0030246 carbohydrate binding
LOC124794626	unnamed protein product	F GO:0003824 catalytic activity
LOC124794626	unnamed protein product	F GO:0030246 carbohydrate binding
LOC124794626	unnamed protein product	P GO:0005975 carbohydrate metabolic process
LOC124790517	cysteine-rich with EGF-like domain protein 2	F GO:0005509 calcium ion binding
LOC124790517	cysteine-rich with EGF-like domain protein 2	P GO:0016043 cellular component organization
LOC124790517	cysteine-rich with EGF-like domain protein 2	P GO:0048513 animal organ development
LOC124790517	cysteine-rich with EGF-like domain protein 2	P GO:0048731 system development
LOC124787686	stress-induced-phosphoprotein 1-like	F GO:0005515 protein binding
LOC124788012	glycerol-3-phosphate acyltransferase 3-like	F GO:0008374 O-acyltransferase activity
LOC124798035	G patch domain-containing protein 11-like	F GO:0003676 nucleic acid binding
LOC124782298	protein ERGIC-53-like	C GO:0016020 membrane
LOC124792454	acyl-CoA-binding domain-containing protein 6-like	F GO:0000062 fatty-acyl-CoA binding
LOC124792454	acyl-CoA-binding domain-containing protein 6-like	F GO:0005515 protein binding
LOC124793245	acyl-CoA-binding domain-containing protein 6-like	F GO:0000062 fatty-acyl-CoA binding
LOC124793245	acyl-CoA-binding domain-containing protein 6-like	F GO:0005515 protein binding
LOC124793363	acyl-CoA-binding domain-containing protein 6-like	F GO:0000062 fatty-acyl-CoA binding
LOC124793363	acyl-CoA-binding domain-containing protein 6-like	F GO:0005515 protein binding
LOC124788656	TIP41-like protein isoform X1	P GO:0043666 obsolete regulation of phosphoprotein phosphatase activity
LOC124797559	putative gustatory receptor 2a	C GO:0016020 membrane
LOC124797559	putative gustatory receptor 2a	P GO:0050909 sensory perception of taste
LOC124784099	inversin-like	F GO:0005515 protein binding
LOC124783727	calcineurin-binding protein cabin-1-like	F GO:0005515 protein binding
LOC124789340	active breakpoint cluster region-related protein	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC124789340	active breakpoint cluster region-related protein	P GO:0007165 signal transduction
LOC124802762	protein obstructor-E-like	C GO:0005576 extracellular region
LOC124802762	protein obstructor-E-like	F GO:0008061 chitin binding
LOC124717112	hypothetical protein M0804_002967	C GO:0043005 neuron projection
LOC124717112	hypothetical protein M0804_002967	C GO:0045202 synapse
LOC124803216	uncharacterized protein LOC124803216	F GO:0005515 protein binding
LOC124798660	60S ribosomal protein L32	C GO:0005840 ribosome
LOC124798660	60S ribosomal protein L32	F GO:0003735 structural constituent of ribosome
LOC124798660	60S ribosomal protein L32	P GO:0006412 translation
LOC124711601	protein ARV1 isoform X2	P GO:0032366 intracellular sterol transport
LOC124789934	BTB/POZ domain-containing protein 3	F GO:0005515 protein binding
LOC124803764	peptidyl-prolyl cis-trans isomerase FKBP65-like	F GO:0005515 protein binding
LOC124782208	uncharacterized protein LOC124782208	C GO:0005634 nucleus
LOC124782208	uncharacterized protein LOC124782208	F GO:0003677 DNA binding
LOC124782208	uncharacterized protein LOC124782208	P GO:0006302 double-strand break repair
LOC124782208	uncharacterized protein LOC124782208	P GO:0006310 DNA recombination
LOC124798795	tubulin polyglutamylase TTLL5-like	P GO:0036211 protein modification process
LOC124785478	probable Rho GTPase-activating protein CG5521	F GO:0005096 GTPase activator activity
LOC124785478	probable Rho GTPase-activating protein CG5521	P GO:0051056 regulation of small GTPase mediated signal transduction
LOC124790865	NPC intracellular cholesterol transporter 2 homolog a	P GO:0032367 intracellular cholesterol transport
LOC124786165	kinesin-like protein KIF23	F GO:0003777 microtubule motor activity
LOC124786165	kinesin-like protein KIF23	F GO:0005524 ATP binding
LOC124786165	kinesin-like protein KIF23	F GO:0008017 microtubule binding
LOC124786165	kinesin-like protein KIF23	P GO:0007018 microtubule-based movement
LOC124798900	LOW QUALITY PROTEIN: uncharacterized protein LOC124798900	F GO:0003700 DNA-binding transcription factor activity
LOC124798900	LOW QUALITY PROTEIN: uncharacterized protein LOC124798900	P GO:0006355 regulation of DNA-templated transcription
LOC124788562	spermine oxidase-like	F GO:0016491 oxidoreductase activity
LOC124799108	brachyurin-like	F GO:0004252 serine-type endopeptidase activity
LOC124799108	brachyurin-like	P GO:0006508 proteolysis
LOC124800854	protein couch potato-like	F GO:0003723 RNA binding
LOC124716572	uncharacterized protein LOC124716572 isoform X2	P GO:0005975 carbohydrate metabolic process
LOC124800005	maltase A3-like	P GO:0005975 carbohydrate metabolic process
LOC124799212	uncharacterized protein LOC124799212	F GO:0005515 protein binding
LOC124799212	uncharacterized protein LOC124799212	P GO:0005975 carbohydrate metabolic process
LOC124786197	angio-associated migratory cell protein-like	F GO:0005515 protein binding
LOC124799287	uncharacterized protein LOC124799287	P GO:0005975 carbohydrate metabolic process
LOC124799410	maltase 2-like	P GO:0005975 carbohydrate metabolic process
LOC124789427	maltase 2-like	P GO:0005975 carbohydrate metabolic process
LOC124799570	maltase 2-like	P GO:0005975 carbohydrate metabolic process
LOC124786054	calmodulin-like protein 12	F GO:0005509 calcium ion binding
LOC124711162	mediator of RNA polymerase II transcription subunit 29 isoform X2	C GO:0016592 mediator complex
LOC124711151	spastin isoform X2	C GO:0005694 chromosome
LOC124711151	spastin isoform X2	C GO:0005813 centrosome
LOC124711151	spastin isoform X2	C GO:0008021 synaptic vesicle
LOC124711151	spastin isoform X2	C GO:0031594 neuromuscular junction
LOC124711151	spastin isoform X2	C GO:0043195 terminal bouton
LOC124711151	spastin isoform X2	F GO:0008017 microtubule binding
LOC124711151	spastin isoform X2	F GO:0008568 microtubule severing ATPase activity
LOC124711151	spastin isoform X2	P GO:0000070 mitotic sister chromatid segregation
LOC124711151	spastin isoform X2	P GO:0007026 negative regulation of microtubule depolymerization
LOC124711151	spastin isoform X2	P GO:0007626 locomotory behavior
LOC124711151	spastin isoform X2	P GO:0031117 positive regulation of microtubule depolymerization
LOC124711151	spastin isoform X2	P GO:0035099 hemocyte migration
LOC124711151	spastin isoform X2	P GO:0045834 positive regulation of lipid metabolic process
LOC124711151	spastin isoform X2	P GO:0045886 negative regulation of synaptic assembly at neuromuscular junction
LOC124711151	spastin isoform X2	P GO:0045887 positive regulation of synaptic assembly at neuromuscular junction
LOC124711151	spastin isoform X2	P GO:0048691 positive regulation of axon extension involved in regeneration
LOC124711151	spastin isoform X2	P GO:0050775 positive regulation of dendrite morphogenesis
LOC124711151	spastin isoform X2	P GO:0051013 microtubule severing
LOC124711151	spastin isoform X2	P GO:1900074 negative regulation of neuromuscular synaptic transmission
LOC124711151	spastin isoform X2	P GO:1900075 positive regulation of neuromuscular synaptic transmission
LOC124711151	spastin isoform X2	P GO:2000331 regulation of terminal button organization
LOC124792649	probable maltase isoform X1	P GO:0005975 carbohydrate metabolic process
LOC124713731	WD repeat-containing protein 82-like	F GO:0005515 protein binding
LOC124793741	synaptic vesicular amine transporter	F GO:0022857 transmembrane transporter activity
LOC124793741	synaptic vesicular amine transporter	P GO:0055085 transmembrane transport
LOC124715501	uncharacterized protein LOC124715501	F GO:0005515 protein binding
LOC124787415	E3 ubiquitin-protein ligase RNF113A	F GO:0046872 metal ion binding
LOC124713519	U1 small nuclear ribonucleoprotein A-like	F GO:0003723 RNA binding
LOC124712068	Atlastin	C GO:0000137 Golgi cis cisterna
LOC124712068	Atlastin	C GO:0000139 Golgi membrane
LOC124712068	Atlastin	C GO:0030424 axon
LOC124712068	Atlastin	C GO:0098826 endoplasmic reticulum tubular network membrane
LOC124712068	Atlastin	F GO:0003924 GTPase activity
LOC124712068	Atlastin	F GO:0005525 GTP binding
LOC124712068	Atlastin	F GO:0042802 identical protein binding
LOC124712068	Atlastin	P GO:0007409 axonogenesis
LOC124712068	Atlastin	P GO:0051260 protein homooligomerization
LOC124712068	Atlastin	P GO:1990809 endoplasmic reticulum tubular network membrane organization
LOC124790250	ras-related protein Rab-1A	F GO:0003924 GTPase activity
LOC124790250	ras-related protein Rab-1A	F GO:0005525 GTP binding
LOC124800838	AT-rich interactive domain-containing protein 4B-like	F GO:0003677 DNA binding
LOC124791411	hypothetical protein B566_EDAN008871	F GO:0016274 protein-arginine N-methyltransferase activity
LOC124791411	hypothetical protein B566_EDAN008871	P GO:0018216 peptidyl-arginine methylation
LOC124786963	elongin-B isoform X1	F GO:0005515 protein binding
LOC124804700	exonuclease 3'-5' domain-containing protein 2	F GO:0003676 nucleic acid binding
LOC124804700	exonuclease 3'-5' domain-containing protein 2	F GO:0008408 3'-5' exonuclease activity
LOC124804700	exonuclease 3'-5' domain-containing protein 2	P GO:0006139 nucleobase-containing compound metabolic process
LOC124710302	E3 ubiquitin-protein ligase RNF25	F GO:0005515 protein binding
LOC124784992	atrial natriuretic peptide-converting enzyme	F GO:0004252 serine-type endopeptidase activity
LOC124784992	atrial natriuretic peptide-converting enzyme	F GO:0005515 protein binding
LOC124784992	atrial natriuretic peptide-converting enzyme	P GO:0006508 proteolysis
LOC124802914	LOW QUALITY PROTEIN: armadillo segment polarity protein	F GO:0045296 cadherin binding
LOC124802914	LOW QUALITY PROTEIN: armadillo segment polarity protein	P GO:0007155 cell adhesion
LOC124790129	nitric oxide synthase, salivary gland	F GO:0005516 calmodulin binding
LOC124790129	nitric oxide synthase, salivary gland	F GO:0050661 NADP binding
LOC124790129	nitric oxide synthase, salivary gland	F GO:0010181 FMN binding
LOC124790129	nitric oxide synthase, salivary gland	F GO:0004517 nitric-oxide synthase activity
LOC124790129	nitric oxide synthase, salivary gland	F GO:0050660 flavin adenine dinucleotide binding
LOC124790129	nitric oxide synthase, salivary gland	P GO:0006809 nitric oxide biosynthetic process
LOC124790129	nitric oxide synthase, salivary gland	F GO:0020037 heme binding
LOC124790134	methionine aminopeptidase 2-like	F GO:0070006 metalloaminopeptidase activity
LOC124790134	methionine aminopeptidase 2-like	P GO:0006508 proteolysis
LOC124802889	tachykinin-like peptides receptor 86C	C GO:0016020 membrane
LOC124802889	tachykinin-like peptides receptor 86C	F GO:0004930 G protein-coupled receptor activity
LOC124802889	tachykinin-like peptides receptor 86C	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124802966	tachykinin-like peptides receptor 86C	C GO:0016020 membrane
LOC124802966	tachykinin-like peptides receptor 86C	F GO:0004930 G protein-coupled receptor activity
LOC124802966	tachykinin-like peptides receptor 86C	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124709272	uncharacterized protein LOC124621818	F GO:0005549 odorant binding
LOC124803050	uncharacterized protein LOC124803050	F GO:0003824 catalytic activity
LOC124803212	DNA-dependent protein kinase catalytic subunit-like	F GO:0004677 DNA-dependent protein kinase activity
LOC124803212	DNA-dependent protein kinase catalytic subunit-like	C GO:0005634 nucleus
LOC124803212	DNA-dependent protein kinase catalytic subunit-like	F GO:0005515 protein binding
LOC124803212	DNA-dependent protein kinase catalytic subunit-like	P GO:0006303 double-strand break repair via nonhomologous end joining
LOC124786282	peroxisomal acyl-coenzyme A oxidase 3-like	F GO:0016627 oxidoreductase activity, acting on the CH-CH group of donors
LOC124803415	uncharacterized protein LOC124803415	C GO:0016020 membrane
LOC124803415	uncharacterized protein LOC124803415	F GO:0015276 ligand-gated monoatomic ion channel activity
LOC124792249	RWD domain-containing protein 4	F GO:0005515 protein binding
LOC124787315	TNF receptor-associated factor 4 isoform X2	F GO:0008270 zinc ion binding
LOC124797280	probable DNA replication complex GINS protein PSF2	C GO:0005634 nucleus
LOC124797280	probable DNA replication complex GINS protein PSF2	P GO:0006260 DNA replication
LOC124796300	ras-related protein Rab-37-like isoform X1	F GO:0003924 GTPase activity
LOC124796300	ras-related protein Rab-37-like isoform X1	F GO:0005525 GTP binding
