"gene_id","Preferred_name","Description","PFAMs","theme","term_group","matched_pattern"
"LOC126282890","-","Trypsin-like serine protease","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126282916","-","Trypsin-like serine protease","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126282953","-","Trypsin-like serine protease","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126283194","-","Trypsin-like serine protease","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126283998","-","Gamma glutamyl transpeptidases","G_glu_transpept","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126283989","-","Gamma glutamyl transpeptidases","G_glu_transpept","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126284583","-","Caspase, interleukin-1 beta converting enzyme (ICE) homologues","Peptidase_C14","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126284786","-","Belongs to the peptidase S1 family","-","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126335597","-","Belongs to the peptidase S1 family","-","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336426","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336427","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336189","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126335655","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336164","-","Trypsin-like serine protease","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336167","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336115","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126335657","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336430","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126335658","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336433","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336432","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126335659","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","-","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336431","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336443","-","Trypsin-like serine protease","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336580","-","Peptidase family M48","Peptidase_M48","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336702","-","Belongs to the peptidase C14A family","Peptidase_C14","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336116","-","Belongs to the peptidase S1 family","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126335730","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336815","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336836","Mmp1","Matrixin","Hemopexin,PG_binding_1,Peptidase_M10","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336850","rho-7","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Rhomboid","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126335755","-","Domain abundant in complement control proteins; SUSHI repeat; short complement-like repeat (SCR)","Ldl_recept_a,Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336916","-","Ulp1 protease family, C-terminal catalytic domain","Peptidase_C48","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336969","-","Transglutaminase/protease-like homologues","Transglut_C,Transglut_N,Transglut_core","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126337069","-","Trypsin-like serine protease","Ldl_recept_a,SEA,SRCR_2,Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126320637","-","Belongs to the peptidase S10 family","Peptidase_S10","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126336184","-","Kazal-type serine protease inhibitor domain","Kazal_1","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126326296","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126326339","-","Trypsin-like serine protease","-","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126326323","-","Trypsin-like serine protease","-","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126326355","-","Trypsin-like serine protease","-","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126326371","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126335840","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126335841","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126335842","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126326755","-","PPPDE putative peptidase domain","Peptidase_C97","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126326927","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","-","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126335853","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126327862","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126327965","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","-","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126327933","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126327949","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126327897","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
